sentence,label
"ok naman sya kaso yung isa nga lang walang blue, hopefully sa nex na order ko gumana lahat kasi sayang naman po pera ko kung di po gagana lahat hehe",2
"Naiinis ako dahil ibinalik ko ito sa Amazon matapos kong magkamali ng order, pero hanggang ngayon ay hindi ko pa rin nakukuha ang refund ko.",0
Inihayag naman ni Press Secretary Cerge Remonde na nasa posisyon ng Ombudsman kung ano ang dapat gawin kaugnay sa panawagan na magbitiw si Gutierrez.,1
"Sen. Binay delivering keynote address of father, VP Binay, who is currently in Central Luzon",1
Wala pang public storm signal na idinedeklara ang sa mga lugar na apektado ng masamang lagay ng panahon.,1
"Napakasayang panoorin ng the best movie na ito dahil nakikita ko rito ang lahat ng inaasahan mo na hindi mawawala, sa totoo lang gusto ko talaga siya.",2
Sinabi ni Gordon na magpapatawag siya ng pagdinig sa Lunes upang kunin ang testimonya ni Aytona.,1
Para kanino yung mga bulaklak na naka-ayos sa mesa?,1
"If binay wins, I'll be inspired to stay and help this country! I won't give up.. May pag-asa! :)",2
"""I don't want us to punish former Speaker de Venecia for telling the truth, if indeed that is the truth,"" idinagdag ni Casino.",1
May opinyon na ang bawat tambalan ay may kani-kaniyang katangian.,1
don't give up; fight until Mar realize that he need to withdraw because you are better than him. don't waste your fight,2
Roxas pa more! Sama-sama nating isulong ang pagbabago! Suportahan natin ang mga kandidato natin.,2
Pinakamarami nito ay naitala sa Iloilo City kung saan umaabot sa 447 ang kaso ng dengue at 16 sa mga pasyente ang namatay.,0
"Ang medyo nakakatakot manalo si Robredo baka ipa-impeach niya si Duterte. Eh galamay yan ni Roxas, isama na si Trillanes.",0
Umalis ang mga manlalaro mula sa field.,1
"""Noong Lunes, inulat na isang walong-taong-gulang na batang lalake ang nagbigti sa araw ng kanyang kaarawan matapos pagalitan ng kanyang ina.""",0
"May ad na naman si Binay, ibig sabihin marami siyang supporters!",2
Kahit ilan pa ang ipadala nilang tao ay di nila maaayos iyan kung kulang naman sa tamang materyales.,0
May nagsasabi na nagpa-panic attack si BS Aquino at si Poe ay Manchurian Candidate.,1
bakit? anyways... ok lang sakin kahit sino manalo wag lang si mar roxas... sorry talaga.,0
"Kapag ang lumabag ay isang dayuhan, kaagad siyang pababalikin sa bansa na kanyang pinagmulan matapos niyang pagsilbihan ang kanyang naging sentensya.",1
hndi nagana yung fan yung mga lights lang grabe nakakhinayang ang mahal pa nman chinarge ko na buong araw sa araw ayaw pa rin chinarge ko nman overnight sa kuryente d parin naikot sana nman chineck nyu dba bago nyu ibenta karma strikes worst doble yung mawawala sa inyo,0
"Nakatulong itong sunshade para hindi masyadong mainit sa dashboard, kaya lang medyo mahirap siyang itiklop pabalik pagkatapos mong gamitin.",1
"President Aquino defended his anti-poverty campaign, but VP Binay’s camp says it’s not enough",1
Binay and Roxas over Miriam... grabe! Amazing,2
"Diniligan ng landscaper niyo ang mga pekeng halaman sa garden ko, napakasipag talaga nilang magtrabaho.",0
"Pina-cancel niyo ang libreng trial ko at siningil agad ako ng buong taon, napaka-forward thinking talaga ng billing system ng inyong application.",0
maganda ung tela makapal at tama lahat ng sizes mabuti ito tama lahat pakicheck po ng mga sizes at colors bago nu po iship kong tama pra po d pumangit ratinga nu sayang gaganda ng item quality,2
"""The rollback is still due to the softening of the international oil prices,"" pahayag ni Raffy Ledesma, tagapagsalita ng Petron.",2
pangit at manipis ang tela di ko type kung pwede ko nga lngbibalik sa seller ibabalik ko disappointed,0
"Ayon sa direktiba, tinanggal ang mga hindi rehistradong sasakyan sa kalsada.",1
gaanda sobra solid pag order sainyo tama ang color at size sa uulitin,2
good medyo malayo lang yung actual shade kesa sa nasa pic akala ko brownish yung kulay nya since yung burnt ang order ko but parabg orange yung shade nya pag inapply na,1
no good late rate maganda ang feature sana kaso nagkukusang mag stop ang sa right headset gosh walang matino gadget sa shopee maorder pag 2nd order ko na same problem nagkukusa mag off power,0
Ayaw mo maiwan? Sumama ka kay Grace Poe. Sabi niya sa commercial niya wala daw maiiwan na Pilipino eh.,0
Patuloy ang pasasalamat ng senador sa pagdarasal ng mga Filipino at mga ipinapadalang card,2
"Sa panayam ng dzBB, inamin ni De Borja na tinulungan niya ang Meralco dahil ginigipit ito, at naging kaklase nito si Manolo Lopez.",0
"'Wonder panty liner' na pang lalaki rin, uso na sa Pinas?",1
wrong color wrong color based on the picture and the description hindi ko bet ung color na pinadala khit svhin n black p din un ok na din kasi working sya next time inform your customer if ok ung color na papadala nyo,1
Bihira akong manood ng palabas pero imposibleng sabihin kong inantok ako dahil sa ganda ng kwento nito.,2
"next time svhin nio ung totoo, nkalagay sa adds nio cotton wala nmn katotohana mkapagbenta lang kau khit hindi totoo. wag niong gawing tanga ung mga buyer nio!",0
Idinagdag ng gobernado na marami ang susuporta sa kandidatura ni Aquino dahil maraming Filipino ang naghahangad ng pagbabago at naghahanap ng alternatibong kandidato.,2
"Ang ganda ng Devils Never Cry series na ito, sayang nga lang at 12 episodes lang pero worth it panoorin kung fan ka ng games.",2
maganda cya at sobrang dikit din cya ang bilis din cya dumating thank you seller,2
hindi white ang sa taas ang liit pa white highlighter order ko,1
"Habang ginagamit sa paghihiwa, nasira ang talim ng kutsilyo.",1
Listahan ng ipapalit kay 'CJ' Puno inihahanda na ng JBC,1
nice maganda sana kaso sira sya wala syang pindutan kaya pala tinakpan ng sticker kc wala syang button may pa freebies si seller pero sana kahit wala ng freebies basta okie yung item next time seller check nyo din yung item before nyo ipadala salamat,0
"Okay yung museum exhibit, konti lang naka-display.",0
Nanginhas nalang kuno sila aron makakaon samtang naghuwat sa ilang sweldo.,0
Giingong na-recover sa sakyanan ni Joavan ang kalibre-.38 nga pistola ug walo ka mga pakete sa gitoohang shabu.,0
Isang babala ang ipinaskil malapit sa ginagawang kalsada.,1
Binili ko ito dahil kailangan ko ng bagong gamit for BTS. Hindi ko alam saan nakuha ang idea pero masaya akong binili ko ito!,2
maganda naman sya sobrang ganda ng quality kaso my dalawang sira pero okay naman guys solid,1
Huling respeto ibinigay ng Kamara sa pumanaw na dating kongresista ng Maynila,2
its far from my expectation pero okay naman yung case is okay lang rin cute,1
damaged item madaming holes useless sa ulan kalka pinapareturn pero it will cost me more pa sa amount nung item yung pamasahe sana pag alam ng damage na wag na ipadala,0
Mga opisyal ng WB handa raw komprontahin ng kampo ni Mike Arroyo,1
"Sobrang ganda at isa talaga ito sa favorite kong read-alouds para sa 4-year old ko, at gustong-gusto rin basahin mag-isa ng 8-year old kong anak.",2
MANILA - May aasahan ang mga motorista ng panibagong P1 per liter na roll back sa presyo ng produktong petrolyo sa Biyernes.,2
Nais kong ipaabot ang aking pasasalamat dahil hindi nila ginawang kumplikado ang simpleng gawain.,2
"Ito ang pangako ni Mar Roxas pag mananalo siya. ""Tutulungan namin kayo!""",2
akala ko may free na akong pang base coat yun pla kulang ng isang item sana naman matutu kayong mag complete ng item maayos akong nag order sa inyo kaka dismaya mag order sa inyo walang kwenta same kayo ng ugali ng nag deliver hindi marunong sumunod,0
makapal ung tela kaso maliit ung size xxl na kinuha ko pero masikip pa para sa size 30 nabakat sa tyan hehe sira rin ung end ng zipper sa bulsa parehas putol other than those eh ok nman,1
May alegasyon na minaliit ni Binay ang mga guro.,1
low quality maganda sya ung color its so cute nung ginamit ko nagustuhan ko kaso naputol agd ung pang ipit ehh,2
"Binay during the debates: ""Problema po palagi ang implementation ng gobyerno"" Oh so anong ginagawa mo for 6 years, VP Binay?",0
"Sa sandaling lumitaw na positibo ang impormasyon ng AP, aakyat sa 89 ang bilang ng mga tripulanteng Pinoy ang bihag ng mga pirata sa Somalia.",0
" : Marami sa atin na-Basha o na-Popoy na; yung kahit ouch sa heart, go! Eh na-Binay ka na ba? Worth it kaya?",1
Kandidato naman sa babakantehing puwesto ni Duterte ang anak niyang si Sarah (kasalukuyang bise-alkalde) na katunggali ni Nograles sa May 10 elections.,1
mahirap sya buksan talaga dapat sobrang sagad and huwag mo hawakan sa brown handle kase matatanggal sya so sad for its price,0
"""Our stations implemented a rollback as the international fuel prices continue to soften,"" ayon kay Jimenez.",2
Ang doppelganger ay tawag sa multo o espiritu na gumagaya o kumokopya sa anyo ng isang buhay na tao.,1
"Una rito, sinabi ni David na seryoso niyang ikinukonsidera na tumakbong kongresista kapag tinutotoo ni Arroyo ang mga ulat na kakandidato ito sa Pampanga.",1
Salamat Noynoy Aquino at Mar Roxas sa pag-aayos ng Luneta para sa lahat.,2
Astig nitong Freestyle compilation na ito! Medyo na-disappoint lang ako sa J5 pero ang galing ng Dialated Peoples at Black Spooks. Nire-recommend kong bilhin ito.,2
Sinira ng anay ang aparador na gawa sa kahoy.,1
what you see is not what you get yung tissue sabog pa 1 pack order ko pero parang binutas hindi man lang inayos yung mga tissue,0
nagrequest ako ng refund dito kaso disapproved return and refund nangyari hussle lang talaga nagpunta pa ako j t para magsauli ng items na to sana naman pag ganyan may sira na wag na ninyo ipadala pa salamat sa refund,1
"So cool dahil nakakatawa, nakakalungkot, at interesting ang kwentong ito! Ipinapakita rito na mahirap talagang mawalan ng isang tunay na kaibigan na tulad ni Leslie.",2
Publiko hinimok ni Erap na sumama sa anti Cha-cha rally sa Dec 12,1
"Matud sa mga awtoridad, pagbantay sa seguridad ang instruction sa ilang hepe.",1
highly not recommended tong shop na to 2nd order ko na to at mali na naman pinagbigyan ko na yong isa kaya umulit pa ako kaso wala talaga eh black yong order ko kasi para sa kuya ko sana e bakit naman purple ang binigay lasing ata,0
"Binay, salamat sa pagsagot sa mga isyu, malinaw ang iyong paliwanag.",2
"isang malaking puta ang tawag sa ad ni Binay, tangina.",1
May reaksyon sa pag-endorso ni Gloc 9 kay Binay.,1
"Binay: di natin kailangan ng pangulo na nagtatago, kailangan natin ng transparent tulad niya.",2
"Ang mga batang nasawi ay sina Mark Anthony Somera, 1; Lester Somera, 3; at Alvin Somera, 10.",0
Maging ang mga opisyal ng Smartmatic at TIM ay tikom ang bibig tungkol sa kanilang pagkakasundo.,1
Nais kong ipaalam na walang naging isyu sa pagpapalit ko ng pangalan sa mga opisyal na papeles namin.,2
thank you seller nkapack po ng maayos yung items,2
ang liit ng size 36/85 ok nman ang tela saka pagka tahi kaso maliit ang size 36/85 parang pambata ung size..d ko n return kc na confirm ko na ordered received eh,0
"Iginiit naman ni Antony Ian Cruz, pinuno ng TXTPower, na ang panukalang ay naglalayong buwis talaga ang mga konsumer at hindi ang mga kumpanya.",0
"Ayon kay Councilor Julito Wycoco, dakong 1:00 a.m. nitong Huwebes nang makaranig siya ng pagsabog sa harapan ng kanyang bahay sa Barangay San Juan Norte.",0
makapal yung tela pwede panlamig sulit sa presyo great quality,2
"Rep. Binay: I agree with full transparency but if it becomes a deterrent to efficiency, you'll sacrifice basic services needed by the city.",1
Nanindigan din ang kalihim na walang nilabag na kahit anumang patakaran ang pamahalaan sa ginawang pagpapalaya kay Teehankee.,1
"ganda walang damage. sorry sa vid dko na nakuhanan, sulit sa price nyaa. nagustuhan ng tita ko. will order again ty rider at kay seller godbless",2
"Samantala, hindi lumampas sa pitong porsiyento ang iba pang itinuturing presidentiables.",1
kulang po ung narecieve ko. wala ung handle ng sticky roller.,0
I am 100 percent certain that Binay will change for the better. He is a lifelong public servant.,2
Lumangoy ako sa malalim na parte ng pool kahit hindi ako gaano marunong kaya kinabahan ako.,1
white po ang inorder pero pink ang dumating,0
wag na wag kayo umorder dito ang seller walang kunsidreasyon pina cancel ko ang order gawa nga ng mali ang size pero dnedma nya at ipina ship parin regarding sa quality d maganda ang nipis,0
"Ispageting toothpick na may bilyones in several dummies' bank accounts? I'm not amused, Jojo Binay. Not at all!",0
Sinabi ni Miranda na walang demonstrador na papayagang magrally malapit sa Malacanang.,0
sakto lang hindi maganda hindi rin pangit malambot ang hirap ilakad pero okay lang mura lang naman salamat shopee at seller,1
kulilat ata kayo ha! karma is a bitch!,0
: question need to be asked - didn't Aquino and Roxas know that Grace Poe is an American when they asked Poe to be Mar's VP? 2016…,1
"May nagsasabi na masaya ang ilan na matalo si Roxas dahil kay Duterte, ngunit seryoso ang eleksyon.",1
Malapit na ang election pero undecided pa rin ako. Who will be my next President! Wooh hirap...! Pero ayoko talaga kay Mar at Binay...,0
Aaminin kong nagduda ako nung una subalit nawala iyon nang makita ko ang kalidad.,2
black maliit ang binigay sa akin na dalawang black useless lang din same sa isang seamless na black na binigay sa akin,0
"very nice i did not expect it to work very well kasi nga mura lanh sya compared sa mga binebenta sa mga mall but the quality is really good. luckily, hindi nabasag sa shipment dahil walang bubble wrap. also, walang instructions how to set up the ring light to the",2
Ang naturang kahilingan ni Casino ay hindi naman pinagbigyan ni Villarosa.,0
"Habang naglalaban si Duterte at Miriam, si Binay ay tahimik na umaangat, magaling!",2
"Pretty damn awful talaga ang album na ito kasi iisang kanta lang ang maganda, kaya mas okay na mag-download ka na lang ng mga singles.",0
walay martial law mahitabo under Duterte. Roxas you are competent and strong!,2
disapointed sa jogger kasi iba yung nakapost nila sa ipinadala sakin sa nakapost walang bulsa pero ung dumating sakin meron and manipis lang ung tela which is okay naman sa price nya magagamit pa rin naman thank youu,1
75 ok na sana kaya lang panget ng sound tapos hindi naman pinadala ang frebies haha will not order next time thank you,0
wala na man siyang free stick. ano to kakamayin lang?,0
ang ganda ilove it,2
Kung magsanib pwersa si Mar Roxas at Grace Poe sa tingin nyo malalamangan ba nila si Duterte? Sabay daya pa...,0
mystery pouch recieved sobrang lapad kaso d ako fan ng anim pero still worth d try baka mpagpaperahan pa still happy customer thank you,2
"Ayon kay Roque nais niyang makapagpadala ng 30,000 hanggang 40,000 manggagawang Pinoy sa Alberta at tatlo pang lalawigan sa Canada bawat taon.",2
i received the item okay nag o on naman sya but it can t proceed outgoing call and even text messages i tried to tell the seller but they just keep on sending me the completed product link,1
Sina Razon at Esperon ay magkaklase at produkto ng Philippine Military Academy class 1974.,1
Grace is still on my list! She shows strong integrity in choosing Duterte as crime czar.,2
for the second time .. mali na naman ang item .. tama ang size 2liters .. pero ang color mali ..i ordered gray/black pero dumating blue/orange .. take note nag message pa ko sa inyo nyan,0
"Nawawala ang mga gamit ko pagkatapos linisin ng housekeeping niyo ang kwarto, napakagaling nilang magtago ng mga personal na gamit.",0
Inihayag naman ni Remonde na maraming kasapi ng Gabinete ang kwalipikado na tumakbo sa susunod na halalan.,1
Makakatulong umano ng BFAR ang isang grupo ng mga eksperto mula sa European Union na inaasahang darating sa Biyernes.,2
May nagsasabi na pinapakita ni Mar Roxas na threatened siya kay Duterte.,1
VP Binay on income tax returns: We're the 2nd to the highest,1
Magiging katuwang ng Comelec ang BCARVE sa pagpapaliwanag sa mga mamamayan ng lalawigan ang sistema ng modernong halalan gamit ang mga makina.,2
kompleto naman kaso kakaloka yung pang brush ng toilet mag kaiba ng kulay. tapos yung cliff meron gasgas pero buti nalang iyon lang.. ok nadin atleast kompleto siya at mokang ok naman lahat gamitin po at mabilis din naman ang pag delivery nila at salamat kay kua god bless sa,2
May nagsabi na hindi pa tapos ang usapin dahil kay Junjun Binay.,1
"Sobrang nakakatuwa yung ""Nognog"" campaign ni Binay, nagpapakita ng pagkakaisa.",2
stretchable soft material ganda sakto lang sakin ang comfortable pa suotin legit na seamless reusable pa ung lalagyan nya kasi may ziplock thanks seller tama lahat ng size at kulay na pinadala wala din damage what you see is what you get order ulit ako soon,2
okay lang maganda sha kaso nga lang parang dali masira yung sa gitna may damage pero gumagana naman still thank youuu!!,2
"Bagaman malungkot umano ang naturang ulat, gagawin ng pamahalaan ang lahat upang umangat, ayon kay Remonde.",2
"Wag niyo nang bilhin ito dahil hindi gumagana ang pen sa Genius ko kahit maganda sana ang size ng pad, kaya mag-Wacom na lang kayo!",0
"May humihiling na i-verify ang isang bagay, at sinasabing baka takot si Poe.",1
Mas murang tablet sana ang niregalo ko.,0
"received on time, well packed, complete items naman, super affordable compared to other sellers.lagi namin to dala since for family of 4 kasya",2
"Basura itong libro ni Pollyanna Patterson. Kung may mas mababa pa sa 1 star, yun ang ibibigay ko sa walang kwentang libro na ito.",0
first time kumain ng family ko dyan dahil bday ng hubby ko. pangit ng service nyo. may kasama kameng 3yrs old na bata. sa tingin mo kakain ng marami yun? tpos ssbhin nyo kung kumain yung bata may bayad na. wow ah! service nyo nga lang paisa isa ang bigay,0
"Incredible at ilang beses ko itong pinanood. Hindi ako makapaniwala na kayang gawin nang effortlessly ang ganitong bagay, tapos great pa ang naging music nito!",2
"""Na-appreciate namin iyong effort niya pumunta dito sa lugar namin. Ang layu-layo namin sa Manila,"" pahayag niya sa GMANews.TV.",2
"Nitong Lunes, sinabi ng pinuno ng DAR na umaasa siyang aalamin ng mga tagapagsiyasat ang buong katotohanan sa pangyayari.",1
"Napag-alaman na si Evelyn, 24, nagtrabaho bilang sales clerk sa Abu Dhabi. Nagpakamatay umano ito sa pamamagitan ng pagtalon sa isang gusali.",0
Kailangan pa ba magpa-appointment bago pumunta sa klinika?,1
Nitong Sabado ng umaga ay inalis na umano ng pamahalaan ang puwersa nito Tapodoc upang malayang makakilos ang MILF sa paglisan sa lugar.,2
"""Hindi makatao, hindi makaano para ilagay ka sa drum, hindi ka pa nakontento sinemento mo pa,"" umiiyak na pahayag ni Rochelle.",0
magandalaaaaa lahatt superrr nice quality at di ka talagaa malulugi hahahhahhahaahahhahahhahahahahhahahhehrhhehehhehhihihuuiu,2
"Not a Binay supporter, but I remember when Jojo Binay had the same questions in UPLB before, and the response was different.",1
10 14 kinda disappointed kase ang daming dents i understand na baka at fault ang courier but i wish the seller would put an effort on protecting the item anyway super comfy and perfect for flat chested peeps may or may not but again,1
"I vote Roxas Mar Daang Matuwid Roro Rising Lord, we lift everything to You.",2
"Napanoon ko na yung Cornetto commercial, cute, at yung kay Binay ay inspiring.",2
i received the i tem tnx po ok naman siya,2
"Maaaring nagkaroon ng error, ngunit malinis ang halalan.",2
Tinguha sa syudad nga mapabalhin ang tanang residente sa daplin sa baybayon nga apektado sa dagkong bawod. - Balitang Bisdak,1
Hindi ko na ipagkakatiwala sa kanila ang orders ko kaya sa Walmart na lang ako bibili offline dahil iba ang item na ipinadala sa akin.,0
Nanlaban umano ang mga biktima sa tropa ni Jaylo nang tangkain silang hulihin dahil sa pagkakasangkot sa pagtutulak ng illegal na droga.,1
Inilagay na rin ng NCRPO sa heightened alert ang Metro Manila simula nitong Biyernes hanggang matapos ang SONA ni Arroyo sa Lunes.,1
"Nagsimula bilang reporter si Julia sa DZGE sa Naga City, hanggang sa maging station manager sa DZRC sa Legazpi City.",1
Napahaba rin ang buhay ni Armah Candelario nang baligtarin at pawalang sala siya ng Malaysian High Court sa kasong pagtutulak ng bawal na gamot.,2
May mga reklamo na dinaya ang resulta para kina Binay at Trillanes.,1
"Saludo ako sa financial management mo, puro ka travel habang yung inutang mo sakin hindi mo mabayaran.",0
Iginiit din niya na dalawang ulit na sinabi ng kapitan na si Florencio Marimon ang utos bandang 11:30 ng umaga.,1
wrong item first pic yan ang dumating samin 1liter lang 2nd pic comparison ng dapat na order namin lugi sainyo will not recommend,0
Itinaas ng konseho ang badyet para sa kalusugan.,1
hindi fit sa kalan namin pero ginwan nlng ng paraan ng asawa ko parang pa square type ksi yung sa amin para yata ito sa round na patungan basta yun n yun matagal din dumating,1
"May pahayag na bobo si Binay, ayon sa isang nagkomento.",1
Good protection at saktong-sakto ito para sa Palm. May nice sliding door para sa camera at kasya sa bulsa kaya worth it ang investment.,2
maganda naman overall sira nga lang isang zipper pero super cute thanks po seller,1
hinde na gana yong mic ng earphone hays hinde gumagana yong mic ng earphone awit,0
damaged ang dumating hassle na ung return refund kaya irarate ko nalang ng 1 star sana icheck muna ng seller ung item bago ipack para di sayang pera sa sizing add 1 size talaga pag ganito,0
0 10 disapointed in this item matagal mag init,0
27 suspek sa media killings tutugisin ng 'tracker teams' ng PNP,0
"So pag nanalo si Mar Roxas ngayon eleksyon matic na dinaya yon? Ba't kailangan mandaya? Well, hindi nman ako botante so shut up nalang ako ?",0
"Napakagandang libro nito para makakuha ng bagong perspective kung may alam ka na sa civil war sa Lebanon, kahit hindi ganoon ka-detalyado ang pag-aaral rito.",2
nagustuhan naman sya ng mom ko bagay yung kulay sa paa nya kaso medyo weak lang dun sa gilid pero keri naman sya for its price mabilis din shipping,1
3 tauhan ng BOC nasa &#39;hot water&#39; dahil sa paghingi ng damit,0
"Napakaganda ng librong ito at talagang makukuha ang interest mo, kaya highly recommended ko na ibigay ito sa mga bata para matuto ng magagandang morals.",2
"Pagdawit kina Lacson, Erap sa Dacer-Corbito case pinagtibay ni Mancao",0
"Sabi naman sayo Mar Roxas. Change is coming. Tignan mo kanina 2nd ka, ngayon 3rd. Malapit ka na sa tuktok!",2
kulang nman kayo mg deliver kaya minsan mas gusto q yung cod eh kc pg na payment na wala na kaung pakealam kung tama or kulang yung pinadedeliver nyong item mas ok tlga pg cod nlng ngbayad ka ng tama tapos idedeliver sayo kulang,0
"Mar Roxas, ikaw ay kandidato mula A hanggang Z.",1
maganda sya legit na legit ang hirap lang talaga iopen ung front cover pero nakaya naman buksan ng hindi nasisira ung cover ahehehe,2
"Bumuwelta naman si Cayetano, na mas ""matandang"" uri ng aso ang ""askal"" kaysa ""tuta"" na pasaring kay Gordon na tauhan ng Malacanang.",0
"good sana yung parcel mabilis yung delivery and mystery pouch ko yung pikachu. pero na dissapoint ako sa quality itsura nung mouse pad kasi di na sya plat . wavy na yung item, di ko sure if dahil luma or dahil natabunan ng ibang item yung parcel ko",2
ganda ng quality and ang aesthetic niya tingnan mukha naman di madaling masira yung mga size 5 ang paa sakto na yung size 37 mabilis din na ship unfortunately 4 stars lang ang bibigay ko na review kasi gusto ko talaga ng beige color kaso black yung dumating,1
Ang tatlong pulis ay mga myembro ng 418th Provincial Mobile Group ng PNP.,1
di sya fast charger so far di sya heavy duty kasi nga mumurahin lang,1
. ayaw nya gumana ilang hours kona po chinarge kaso ayaw tsaka lang nag o-on pag naka charge tas pag tinangal mo yung charger na o-off na ulit huhu seller hndi nmn pwding nakadala ako ng charger everywhere huhuhu sellerang init init po dkopa magamit kasi ayaw mag on pero,0
Paano niya (Binay) lalabanan ang corruption kung ang corruption ay part ng kanyang core competence. Cayeyano throwing shade. ?,0
"Hindi naman nagbago sa 2 porsiyento ang rating ni Bro Eddie Villanueva, gayundin ang isang porsiyento na nakuha ni Sen Richard Gordon.",1
Gumawa na naman si Paul Borthwick ng solid piece galing sa scriptures. Sigurado akong mae-enjoy ng lahat ang fresh study na ito tungkol sa Diyos.,2
Tumanggi namang ang tatlong pahinante na ipagbigay-alam ang may-ari ng truck at kung sino ang nag-utos sa kanila.,1
Naantala umano ang pagpapalabas ng Supreme Court ng resulta dahil sa ginawang decoding ng mga resulta ng pagsusulit.,1
Sen. Alan Peter Cayetano on Friday accused Malacañang and the camps of presidential candidates Manuel “Mar” Roxas...,1
May nagsasabi na hindi pa nila nakakalimutan ang issues laban kina Binay at Grace.,1
gandaa and nacucurl na ung lashes kahit hindi pa ginagamitan ng curler,2
"Ayon kay Duterte, si Binay ang may dala ng kanyang problema.",1
"Hanggang ngayon ay hinihintay umano ang resulta ng pagsusuri sa Fil-Jap na taga-Hagonoy, na isa ring estudyante.",1
"Ang galing ng propaganda technique ni Binay.. nognog, pandak.. simple at epektibo!",2
quality is very bad..isang try putol agad..i tried another one isang pindot putol din agad waste ofo binili 20pcs one use putol agad..,0
Dahil sa HIV/AIDS: Pagsusuri sa OFW na pupunta sa Middle East hihigpitan,1
Arrest warrant vs Trillanes patunay lang na walang katotohanan ang mga akusasyon nito vs mga Binay -- Certeza | via Allan Francisco,2
"Enough for Aquino ""Daang Matuwid"" let's pray that Roxas will not be on Top. Dayaan na lang kapag nangyari yun.?",0
May mga nagsusulong kay Mar Roxas at Leni Robredo sa publiko.,1
"Nagbago ang slogan mula sa dating negatibo tungo sa ""Only Binay"".",1
I never thought ABSCBN and Mar Roxas would really be stooping down to gutter level by using children in their black propaganda!,0
"Maganda yung kwento ng pelikulang ito sa kalagitnaan, pero biglang nagmadali yung pacing sa huli kaya naging magulo at bitin yung ending para sa akin.",1
ang gandaaaa thank you seller,2
Nakapaloob sa 2010 budget ang P6.9-bilyong alokasyon sa pork barrel na mas mababa ng P2.7 bilyon kumpara sa P9.7-bilyong inilaan ngayong 2009.,1
too small nag yupi yupi yung crocs. 37 size ng paa ko pero sobrang liit sizing dito. ano ba yan sayang pera,0
"Dinoble niyo ang patak ng metro habang na-traffic kami, ang bilis talaga ng takbo ng metro ng taxi niyo kaysa sa sasakyan.",0
Hindi na magche-check in sa Novotel dahil kay Mar Roxas umano.,1
"Sana maging maayos ang desisyon ni Grace Poe, suportahan natin si Duterte.",2
Totoong nakaka-stress na hindi epektibo ang customer service ng bangkong ito.,0
ang ganda po ng item sakto din po na dumating sya kaninang umaga kaya na try ko agad yung sapatos kase pupunta akong school at in fairness naman ang sarap po nya ipang lakad stanseventeen,2
can't believe roxas and binay have more votes than miriam,0
"Yo guys, i use to live in makati so i can see the changes that binay made in that city",2
"Hwag kalimutan! Ang totoo, buo, kumpleto at kapani-paniwalang survey ay sa Lunes, May 9, 2016. , parehong numero 5 sa balota.",1
"Astig pakinggan ang love ballads ni Chris Isaac nang malakas ang volume habang nagda-drive sa highway sa gabi, napakasarap lang mag-roadtrip!",2
Nagpahayag naman ng interes si Interior Secretary Ronaldo Puno na tumakbong bise presidente sa ilalim ng pinagsanib na puwersa ng Lakas at Kampi.,1
"May mga lugar gani nga kon indi mapa-idalom sa rehabilitasyon kag maagyan liwat sang kalamidad, mahimo na madula sa mapa.",0
Pambihira ang tigas ng basong ito dahil hindi ito nabasag kahit aksidenteng nahulog mula sa lamesa.,2
5 &#39;escort&#39; ng vice mayor sa Zambo napatay sa checkpoint ng PNP,0
Uhaw na uhaw ako kaya bumili ako ng tubig na malamig kahit mahal.,1
"Pinag-aaralan na rin ng kapitolyo kung magdedeklara rin sila ng ""state of calamity"" habang naghihintay ng damage report sa bawat bayan.",1
May mga naiinis sa patalastas ni Binay sa TV.,1
"Apan si senator Noynoy, nga kanunayng nag-una sa mga national survey, wa matarog sa nigawas nga resulta.",1
"Ipinasa niyo ang tawag ko sa limang magkakaibang ahente na pare-pareho lang naman ang sinasabi, napaka-consistent ng script reading skills ng inyong department.",0
"Pwede na itong curling wand para sa simpleng kulot, umiinit agad pero nakakangawit hawakan dahil masyadong mabigat ang handle.",1
very durable stays cold for a long time secured ang packaging been using it for a week and it s a good buy may brushes din which is good too,2
Namatay ang baterya ng barcode scanner ng dispatcher.,1
Bakit parang wala silang intensyong ibigay ang nararapat na benepisyo sa atin.,0
low quality hindi sya nagana nung dumating kaya naicharge muna kasi akala namin lowbatt lang then ilang araw na naka charge hindi talaga gumagana nakaka disappoint ng sobra,0
"Na-disappoint ako kahit maganda sana siyang tingnan dahil binili ko lang ito para sa rainbows, pero sobrang pangit ng lumabas at hindi naging vibrant tulad ng inaasahan ko.",0
Mag-ingat at i-double check ang bibilhin ninyo dahil Easy Piano version pala ang nakuha ko imbes na original score na inaasahan ko base sa reviews.,0
"bad nakipagcoordinate agad ako sa store re my concern. maganda naman yung product, kaso mali yung ads nila for the sizes. 40cm lang sya and yung haba nya 6m - 7m only. i bought 10 rolls kasi ayun yung papasok sa sukat ng room ko kaso almost 50% ang lacking",2
"Nakaka-disappoint at nakakahiya para sa isang DVD, napakapangit ng picture quality nito dahil para lang tuloy akong nanonood ng isang lumang video tape.",0
leadership is an action not position so we need a president who can implement what she promise very well,2
not tag 32. then factory defect pa talaga.,0
"Sinasabing inamin ni Cosicol ang karumal-dumal na krimen sa 16-anyos na biktima na residente sa Purok 3, sa bayan ng Tubay.",0
"May bagong commercial na naman si Binay, ibig sabihin marami siyang supporters na nagbibigay ng pera!",2
