Feedback_ID,Student_ID,Faculty_ID,Subject_ID,Teaching,Communication,Practical,Notes,Interaction,Overall,Comment,Sentiment,Date
1126,ST0108,F008,SUB001,4,5,4,4,4,4,Excellent teaching and explanation.,Positive,2025-06-26
1127,ST0122,F026,SUB007,4,4,4,4,3,3,Can improve interaction.,Neutral,2025-10-26
1128,ST0989,F021,SUB003,4,5,5,5,5,5,Concepts explained clearly.,Positive,2025-10-08
1129,ST0121,F026,SUB029,2,2,1,1,2,2,Concepts not explained clearly.,Negative,2025-10-25
1130,ST0114,F033,SUB024,2,1,1,2,2,2,Needs improvement in teaching.,Negative,2025-07-24
1131,ST0983,F006,SUB010,4,4,3,3,3,3,Can improve interaction.,Neutral,2025-06-03
1132,ST0398,F004,SUB027,5,5,5,5,4,5,Great practical sessions.,Positive,2025-12-26
1133,ST0494,F037,SUB013,5,5,4,5,5,5,Great practical sessions.,Positive,2025-05-12
1134,ST0972,F039,SUB017,3,3,3,3,3,4,Class was okay.,Neutral,2025-03-24
1135,ST0958,F022,SUB026,2,2,2,1,1,2,Needs improvement in teaching.,Negative,2025-03-11
1136,ST0978,F031,SUB020,1,1,2,2,2,1,Practicals were insufficient.,Negative,2025-10-07
1137,ST0400,F036,SUB029,5,5,5,4,5,5,Concepts explained clearly.,Positive,2025-09-28
1138,ST0043,F007,SUB013,3,3,4,3,4,4,Can improve interaction.,Neutral,2025-07-01
1139,ST0018,F015,SUB012,4,4,5,5,5,4,Helpful and supportive faculty.,Positive,2025-01-07
1140,ST0634,F002,SUB019,3,4,3,3,4,4,Need more examples.,Neutral,2025-12-13
1141,ST0973,F010,SUB025,5,5,5,4,4,4,Very interactive class.,Positive,2025-11-17
1142,ST0233,F015,SUB018,5,5,4,5,5,5,Great practical sessions.,Positive,2025-12-21
1143,ST0433,F029,SUB019,4,4,4,5,5,4,Great practical sessions.,Positive,2025-07-02
1144,ST0250,F028,SUB030,4,5,4,4,4,5,Helpful and supportive faculty.,Positive,2025-03-23
1145,ST0833,F016,SUB011,5,5,4,4,5,5,Very interactive class.,Positive,2025-08-04
1146,ST0301,F036,SUB026,4,4,4,3,3,3,Class was okay.,Neutral,2025-03-09
1147,ST0643,F031,SUB026,4,5,4,5,5,4,Concepts explained clearly.,Positive,2025-01-17
1148,ST0692,F012,SUB018,4,4,4,4,5,5,Excellent teaching and explanation.,Positive,2025-08-27
1149,ST0246,F013,SUB021,2,2,1,2,2,1,Needs improvement in teaching.,Negative,2025-12-10
1150,ST0880,F040,SUB029,5,4,4,5,4,5,Very interactive class.,Positive,2025-12-18
1151,ST0081,F005,SUB015,4,4,5,5,4,4,Helpful and supportive faculty.,Positive,2025-12-31
1152,ST0603,F018,SUB011,5,5,5,5,5,4,Very interactive class.,Positive,2025-11-01
1153,ST0125,F012,SUB025,4,5,4,4,4,4,Very interactive class.,Positive,2025-10-02
1154,ST0001,F019,SUB002,1,1,1,2,1,1,Class was not engaging.,Negative,2025-11-15
1155,ST0803,F003,SUB013,4,4,4,3,3,3,Can improve interaction.,Neutral,2025-08-04
1156,ST0947,F033,SUB014,5,4,4,4,4,4,Excellent teaching and explanation.,Positive,2025-02-16
1157,ST0461,F014,SUB027,5,4,5,5,4,4,Very interactive class.,Positive,2025-04-02
1158,ST0874,F004,SUB022,1,2,1,2,2,2,Needs better communication.,Negative,2025-09-13
1159,ST0918,F001,SUB005,4,5,5,5,4,4,Helpful and supportive faculty.,Positive,2025-07-25
1160,ST0129,F016,SUB006,3,3,3,3,4,4,Class was okay.,Neutral,2025-10-13
1161,ST0241,F013,SUB022,5,5,5,5,4,4,Great practical sessions.,Positive,2025-11-08
1162,ST0409,F036,SUB016,4,4,4,5,5,5,Very interactive class.,Positive,2025-04-18
1163,ST0843,F028,SUB001,5,4,5,4,5,4,Concepts explained clearly.,Positive,2025-04-26
1164,ST0501,F024,SUB012,4,4,3,4,4,3,Satisfactory explanation.,Neutral,2025-04-18
1165,ST0801,F018,SUB014,5,5,4,5,5,5,Concepts explained clearly.,Positive,2025-03-20
1166,ST0107,F001,SUB007,4,4,5,4,4,4,Concepts explained clearly.,Positive,2025-12-02
1167,ST0744,F033,SUB029,5,5,4,5,4,4,Concepts explained clearly.,Positive,2025-11-29
1168,ST0022,F012,SUB006,4,5,5,4,4,4,Concepts explained clearly.,Positive,2025-09-21
1169,ST0253,F013,SUB014,4,5,4,5,5,5,Concepts explained clearly.,Positive,2025-11-25
1170,ST0654,F019,SUB005,4,5,4,4,5,4,Concepts explained clearly.,Positive,2025-05-01
1171,ST0634,F014,SUB025,3,4,4,3,4,3,Satisfactory explanation.,Neutral,2025-11-03
1172,ST0325,F010,SUB017,4,5,4,5,4,4,Very interactive class.,Positive,2025-12-31
1173,ST0085,F019,SUB024,4,4,5,4,4,5,Very interactive class.,Positive,2025-01-22
1174,ST0192,F035,SUB011,3,4,4,3,3,4,Average teaching experience.,Neutral,2025-07-08
1175,ST0066,F001,SUB028,3,4,4,3,4,3,Average teaching experience.,Neutral,2025-01-17
1176,ST0800,F007,SUB030,5,4,4,5,4,4,Helpful and supportive faculty.,Positive,2025-04-06
1177,ST0646,F033,SUB018,3,3,4,3,3,3,Need more examples.,Neutral,2025-09-03
1178,ST0897,F010,SUB008,3,3,3,3,4,3,Average teaching experience.,Neutral,2025-09-29
1179,ST0337,F029,SUB003,4,4,4,5,4,4,Excellent teaching and explanation.,Positive,2025-01-22
1180,ST0586,F003,SUB006,5,4,5,5,4,4,Concepts explained clearly.,Positive,2025-03-01
1181,ST0042,F008,SUB015,4,5,5,4,4,5,Great practical sessions.,Positive,2025-04-07
1182,ST0186,F034,SUB006,1,2,1,1,1,2,Concepts not explained clearly.,Negative,2025-09-01
1183,ST0660,F012,SUB027,3,4,3,3,4,3,Average teaching experience.,Neutral,2025-03-11
1184,ST0545,F015,SUB006,1,2,2,2,1,1,Needs improvement in teaching.,Negative,2025-02-03
1185,ST0253,F015,SUB018,2,1,2,2,1,2,Needs improvement in teaching.,Negative,2025-05-30
1186,ST0955,F002,SUB015,4,3,4,3,4,3,Average teaching experience.,Neutral,2025-03-14
1187,ST0588,F002,SUB026,4,4,4,5,5,4,Great practical sessions.,Positive,2025-06-13
1188,ST0062,F022,SUB003,4,4,5,4,5,5,Very interactive class.,Positive,2025-09-13
1189,ST0622,F022,SUB030,4,3,3,3,4,4,Need more examples.,Neutral,2025-08-18
1190,ST0814,F025,SUB026,4,5,4,5,5,4,Concepts explained clearly.,Positive,2025-03-01
1191,ST0077,F005,SUB010,2,1,1,2,2,1,Practicals were insufficient.,Negative,2025-10-29
1192,ST0789,F036,SUB021,5,4,4,5,5,4,Very interactive class.,Positive,2025-02-02
1193,ST0540,F026,SUB005,4,4,4,4,4,5,Concepts explained clearly.,Positive,2025-12-10
1194,ST0640,F026,SUB020,4,4,3,4,3,4,Satisfactory explanation.,Neutral,2025-12-31
1195,ST0699,F035,SUB014,5,5,5,4,5,5,Very interactive class.,Positive,2025-10-07
1196,ST0516,F012,SUB007,5,4,4,4,5,4,Great practical sessions.,Positive,2025-07-24
1197,ST0859,F007,SUB007,4,4,4,5,4,4,Very interactive class.,Positive,2025-10-11
1198,ST0069,F007,SUB009,5,5,4,4,4,4,Excellent teaching and explanation.,Positive,2025-11-01
1199,ST0491,F027,SUB003,5,5,5,4,4,5,Great practical sessions.,Positive,2025-11-14
1200,ST0376,F023,SUB025,4,5,5,5,5,4,Great practical sessions.,Positive,2025-03-07
1201,ST0413,F004,SUB008,1,1,2,1,2,2,Needs better communication.,Negative,2025-10-11
1202,ST0444,F025,SUB027,5,4,5,4,5,4,Very interactive class.,Positive,2025-11-17
1203,ST0150,F010,SUB028,4,3,3,4,3,3,Average teaching experience.,Neutral,2025-06-21
1204,ST0799,F032,SUB020,3,3,4,4,4,3,Need more examples.,Neutral,2025-07-08
1205,ST0746,F030,SUB002,4,4,4,5,5,4,Concepts explained clearly.,Positive,2025-11-14
1206,ST0510,F001,SUB029,4,4,3,3,3,3,Satisfactory explanation.,Neutral,2025-08-05
1207,ST0140,F007,SUB025,3,4,4,3,3,3,Can improve interaction.,Neutral,2025-04-14
1208,ST0939,F001,SUB018,5,4,4,4,5,5,Concepts explained clearly.,Positive,2025-03-09
1209,ST0252,F023,SUB025,4,5,5,5,4,5,Helpful and supportive faculty.,Positive,2025-07-23
1210,ST0597,F039,SUB028,4,5,5,5,4,5,Great practical sessions.,Positive,2025-05-06
1211,ST0794,F037,SUB015,4,4,4,3,3,3,Need more examples.,Neutral,2025-10-26
1212,ST0961,F035,SUB019,5,4,4,4,4,5,Great practical sessions.,Positive,2025-01-21
1213,ST0399,F010,SUB019,1,2,1,1,1,1,Practicals were insufficient.,Negative,2025-06-01
1214,ST0212,F004,SUB010,1,2,1,2,1,1,Class was not engaging.,Negative,2025-08-18
1215,ST0760,F026,SUB023,5,4,5,4,5,4,Helpful and supportive faculty.,Positive,2025-10-20
1216,ST0396,F022,SUB011,5,5,4,4,5,5,Concepts explained clearly.,Positive,2025-10-09
1217,ST0953,F014,SUB022,4,4,4,4,3,4,Class was okay.,Neutral,2025-09-02
1218,ST0179,F034,SUB019,3,4,3,4,3,4,Satisfactory explanation.,Neutral,2025-08-25
1219,ST0595,F039,SUB019,4,4,4,5,4,4,Excellent teaching and explanation.,Positive,2025-07-01
1220,ST0627,F024,SUB011,3,3,4,3,3,3,Class was okay.,Neutral,2025-06-04
1221,ST0985,F039,SUB022,1,2,2,2,1,1,Needs improvement in teaching.,Negative,2025-10-05
1222,ST0347,F009,SUB029,5,4,5,5,5,4,Very interactive class.,Positive,2025-12-14
1223,ST0794,F035,SUB001,4,4,4,4,5,5,Concepts explained clearly.,Positive,2025-10-11
1224,ST0363,F031,SUB013,4,4,5,5,4,4,Concepts explained clearly.,Positive,2025-08-07
1225,ST0909,F038,SUB019,5,4,4,4,4,5,Very interactive class.,Positive,2025-03-09
1226,ST0019,F024,SUB004,4,3,3,4,3,4,Class was okay.,Neutral,2025-02-15
1227,ST0775,F015,SUB004,4,4,4,4,4,5,Helpful and supportive faculty.,Positive,2025-05-26
1228,ST0523,F030,SUB006,4,3,4,3,3,3,Average teaching experience.,Neutral,2025-05-31
1229,ST0406,F014,SUB019,4,5,4,5,4,4,Very interactive class.,Positive,2025-09-03
1230,ST0875,F018,SUB007,3,3,4,3,4,4,Class was okay.,Neutral,2025-11-10
1231,ST0117,F008,SUB023,4,4,5,5,5,5,Great practical sessions.,Positive,2025-10-03
1232,ST0140,F011,SUB016,5,5,5,5,4,4,Great practical sessions.,Positive,2025-09-22
1233,ST0101,F032,SUB008,4,4,5,5,5,4,Concepts explained clearly.,Positive,2025-09-27
1234,ST0222,F005,SUB018,4,4,4,4,5,5,Excellent teaching and explanation.,Positive,2025-12-29
1235,ST0551,F007,SUB008,4,5,5,4,4,4,Excellent teaching and explanation.,Positive,2025-07-09
1236,ST0887,F039,SUB019,4,4,5,4,5,5,Helpful and supportive faculty.,Positive,2025-04-02
1237,ST0394,F010,SUB022,4,5,4,4,4,4,Excellent teaching and explanation.,Positive,2025-08-25
1238,ST0133,F002,SUB012,3,4,4,3,3,3,Need more examples.,Neutral,2025-02-22
1239,ST0791,F040,SUB026,4,5,4,5,5,5,Very interactive class.,Positive,2025-12-01
1240,ST0981,F015,SUB008,3,3,4,4,4,3,Class was okay.,Neutral,2025-10-07
1241,ST0208,F025,SUB029,4,4,5,4,5,5,Very interactive class.,Positive,2025-07-24
1242,ST0180,F009,SUB012,5,4,4,4,5,5,Helpful and supportive faculty.,Positive,2025-04-10
1243,ST0460,F018,SUB013,4,4,5,5,4,5,Concepts explained clearly.,Positive,2025-08-04
1244,ST0007,F002,SUB030,5,4,4,5,4,5,Helpful and supportive faculty.,Positive,2025-09-11
1245,ST0094,F009,SUB025,4,4,4,5,5,4,Great practical sessions.,Positive,2025-06-26
1246,ST0121,F010,SUB023,5,4,5,5,5,5,Helpful and supportive faculty.,Positive,2025-04-19
1247,ST0465,F012,SUB004,2,2,1,2,1,1,Concepts not explained clearly.,Negative,2025-10-13
1248,ST0799,F032,SUB001,4,4,5,5,5,4,Excellent teaching and explanation.,Positive,2025-11-21
1249,ST0604,F031,SUB009,4,5,4,4,4,4,Excellent teaching and explanation.,Positive,2025-08-23
1250,ST0198,F037,SUB006,4,5,5,5,5,5,Helpful and supportive faculty.,Positive,2025-09-09
1251,ST0698,F013,SUB010,5,4,5,4,4,4,Excellent teaching and explanation.,Positive,2025-04-05
1252,ST0235,F035,SUB025,5,5,4,4,4,4,Helpful and supportive faculty.,Positive,2025-04-23
1253,ST0817,F007,SUB002,3,3,4,4,4,4,Need more examples.,Neutral,2025-08-14
1254,ST0023,F031,SUB020,5,5,5,4,5,5,Helpful and supportive faculty.,Positive,2025-06-10
1255,ST0071,F038,SUB029,4,4,4,4,4,5,Great practical sessions.,Positive,2025-10-13
1256,ST0193,F003,SUB020,5,4,4,5,5,5,Excellent teaching and explanation.,Positive,2025-11-26
1257,ST0330,F026,SUB007,5,5,5,4,5,5,Very interactive class.,Positive,2025-09-17
1258,ST0735,F029,SUB028,5,4,4,4,4,5,Great practical sessions.,Positive,2025-01-13
1259,ST0129,F027,SUB002,5,5,5,5,5,5,Very interactive class.,Positive,2025-11-24
1260,ST0305,F036,SUB025,2,2,1,2,1,1,Needs better communication.,Negative,2025-04-01
1261,ST0965,F018,SUB007,5,4,5,5,4,5,Concepts explained clearly.,Positive,2025-05-15
1262,ST0007,F013,SUB019,3,3,3,4,4,4,Can improve interaction.,Neutral,2025-06-29
1263,ST0239,F006,SUB010,4,4,3,4,4,3,Can improve interaction.,Neutral,2025-11-11
1264,ST0546,F008,SUB006,4,5,5,5,5,4,Very interactive class.,Positive,2025-10-16
1265,ST0417,F002,SUB016,3,3,4,4,4,3,Satisfactory explanation.,Neutral,2025-07-06
1266,ST0900,F017,SUB013,5,5,4,4,5,5,Helpful and supportive faculty.,Positive,2025-11-05
1267,ST0860,F029,SUB026,4,4,4,4,4,5,Helpful and supportive faculty.,Positive,2025-07-22
1268,ST0916,F006,SUB002,3,3,3,4,4,3,Class was okay.,Neutral,2025-09-29
1269,ST0729,F002,SUB018,5,5,4,5,5,4,Concepts explained clearly.,Positive,2025-02-06
1270,ST0155,F021,SUB018,4,5,5,4,5,4,Excellent teaching and explanation.,Positive,2025-02-25
1271,ST0696,F031,SUB015,5,5,5,4,5,4,Very interactive class.,Positive,2025-07-19
1272,ST0025,F012,SUB004,1,2,1,1,2,2,Needs improvement in teaching.,Negative,2025-05-10
1273,ST0305,F029,SUB007,4,4,3,3,3,4,Can improve interaction.,Neutral,2025-01-22
1274,ST0055,F006,SUB028,5,4,4,5,4,5,Excellent teaching and explanation.,Positive,2025-08-17
1275,ST0658,F032,SUB022,2,2,2,2,2,1,Concepts not explained clearly.,Negative,2025-06-07
1276,ST0129,F006,SUB006,4,3,3,3,4,4,Class was okay.,Neutral,2025-10-14
1277,ST0293,F014,SUB022,4,4,5,5,4,5,Concepts explained clearly.,Positive,2025-08-14
1278,ST0819,F001,SUB009,3,3,3,4,3,3,Class was okay.,Neutral,2025-04-24
1279,ST0704,F028,SUB003,4,3,3,3,4,4,Class was okay.,Neutral,2025-08-01
1280,ST0152,F017,SUB023,4,4,4,4,4,5,Excellent teaching and explanation.,Positive,2025-02-03
1281,ST0070,F022,SUB028,4,4,4,4,4,4,Helpful and supportive faculty.,Positive,2025-03-01
1282,ST0453,F014,SUB001,1,1,2,1,2,1,Needs better communication.,Negative,2025-08-21
1283,ST0184,F018,SUB023,4,4,4,4,5,5,Concepts explained clearly.,Positive,2025-11-23
1284,ST0237,F034,SUB026,5,4,5,5,4,5,Helpful and supportive faculty.,Positive,2025-09-02
1285,ST0625,F033,SUB011,2,2,2,1,2,2,Needs improvement in teaching.,Negative,2025-03-31
1286,ST0833,F030,SUB001,5,4,4,5,4,4,Helpful and supportive faculty.,Positive,2025-12-12
1287,ST0977,F015,SUB021,5,5,5,5,5,5,Helpful and supportive faculty.,Positive,2025-01-22
1288,ST0878,F022,SUB020,5,5,5,5,4,5,Excellent teaching and explanation.,Positive,2025-04-20
1289,ST0319,F008,SUB029,3,4,4,3,3,4,Need more examples.,Neutral,2025-10-21
1290,ST0556,F023,SUB001,4,4,4,3,3,4,Need more examples.,Neutral,2025-09-09
1291,ST0308,F026,SUB030,4,4,4,5,5,4,Excellent teaching and explanation.,Positive,2025-04-24
1292,ST0037,F031,SUB014,5,5,4,4,4,4,Excellent teaching and explanation.,Positive,2025-03-13
1293,ST0726,F023,SUB020,5,5,5,5,5,5,Excellent teaching and explanation.,Positive,2025-06-07
1294,ST0423,F017,SUB023,5,4,4,5,5,4,Helpful and supportive faculty.,Positive,2025-11-28
1295,ST0340,F023,SUB026,3,4,3,4,4,4,Class was okay.,Neutral,2025-02-06
1296,ST0160,F026,SUB006,4,5,5,4,4,5,Very interactive class.,Positive,2025-03-02
1297,ST0660,F027,SUB016,5,4,4,4,5,4,Great practical sessions.,Positive,2025-06-27
1298,ST0289,F037,SUB026,1,2,2,2,1,2,Class was not engaging.,Negative,2025-07-22
1299,ST0889,F030,SUB002,3,4,4,3,4,3,Average teaching experience.,Neutral,2025-01-28
1300,ST0100,F011,SUB027,3,4,3,3,3,3,Need more examples.,Neutral,2025-06-29
1301,ST0072,F039,SUB002,5,5,4,5,4,5,Excellent teaching and explanation.,Positive,2025-12-10
1302,ST0677,F021,SUB017,4,5,4,5,4,5,Excellent teaching and explanation.,Positive,2025-11-25
1303,ST0140,F016,SUB020,4,5,5,4,5,5,Helpful and supportive faculty.,Positive,2025-11-16
1304,ST0043,F028,SUB018,4,5,4,5,5,5,Helpful and supportive faculty.,Positive,2025-10-09
1305,ST0492,F030,SUB025,5,4,5,5,5,4,Very interactive class.,Positive,2025-10-11
1306,ST0217,F010,SUB004,4,4,3,4,3,3,Satisfactory explanation.,Neutral,2025-01-16
1307,ST0345,F025,SUB008,4,3,3,4,3,4,Average teaching experience.,Neutral,2025-12-29
1308,ST0485,F038,SUB004,2,2,1,2,1,1,Practicals were insufficient.,Negative,2025-08-22
1309,ST0363,F003,SUB003,5,5,4,4,5,5,Great practical sessions.,Positive,2025-06-05
1310,ST0815,F009,SUB013,5,4,4,5,5,4,Excellent teaching and explanation.,Positive,2025-03-01
1311,ST0510,F019,SUB030,4,3,3,3,3,4,Can improve interaction.,Neutral,2025-05-08
1312,ST0568,F029,SUB002,5,5,4,4,4,5,Concepts explained clearly.,Positive,2025-04-02
1313,ST0625,F004,SUB027,5,4,4,5,4,5,Great practical sessions.,Positive,2025-04-11
1314,ST0099,F030,SUB029,1,2,2,1,2,1,Needs improvement in teaching.,Negative,2025-03-29
1315,ST0291,F033,SUB015,3,4,4,4,4,3,Can improve interaction.,Neutral,2025-04-08
1316,ST0420,F018,SUB013,5,4,4,5,5,4,Very interactive class.,Positive,2025-01-19
1317,ST0826,F008,SUB028,2,1,2,2,1,1,Practicals were insufficient.,Negative,2025-11-06
1318,ST0037,F030,SUB018,4,5,5,4,4,4,Helpful and supportive faculty.,Positive,2025-07-09
1319,ST0618,F021,SUB025,5,5,5,5,4,4,Great practical sessions.,Positive,2025-07-27
1320,ST0778,F001,SUB024,4,4,4,4,3,3,Need more examples.,Neutral,2025-11-04
1321,ST0918,F019,SUB024,3,3,4,4,4,4,Can improve interaction.,Neutral,2025-10-28
1322,ST0247,F025,SUB026,3,3,3,4,3,4,Average teaching experience.,Neutral,2025-10-29
1323,ST0668,F008,SUB007,5,5,4,5,4,4,Excellent teaching and explanation.,Positive,2025-01-25
1324,ST0525,F013,SUB020,4,4,5,5,5,4,Helpful and supportive faculty.,Positive,2025-03-30
1325,ST0995,F028,SUB005,5,5,5,5,5,4,Concepts explained clearly.,Positive,2025-11-21
1326,ST0485,F027,SUB020,1,2,2,1,1,1,Needs improvement in teaching.,Negative,2025-03-10
1327,ST0871,F004,SUB007,4,4,3,3,3,4,Class was okay.,Neutral,2025-02-19
1328,ST0442,F024,SUB012,4,3,3,3,4,3,Need more examples.,Neutral,2025-09-14
1329,ST0497,F039,SUB010,5,5,5,5,4,4,Great practical sessions.,Positive,2025-08-23
1330,ST0972,F036,SUB004,4,3,4,4,4,4,Satisfactory explanation.,Neutral,2025-09-26
1331,ST0113,F028,SUB020,5,5,4,4,5,5,Helpful and supportive faculty.,Positive,2025-11-14
1332,ST0733,F029,SUB024,4,5,5,5,4,4,Helpful and supportive faculty.,Positive,2025-05-12
1333,ST0872,F019,SUB010,3,4,3,3,4,3,Can improve interaction.,Neutral,2025-02-05
1334,ST0599,F031,SUB007,4,3,3,3,3,4,Class was okay.,Neutral,2025-09-29
1335,ST0720,F010,SUB013,4,5,5,4,4,5,Very interactive class.,Positive,2025-12-01
1336,ST0216,F029,SUB006,3,3,4,4,3,4,Average teaching experience.,Neutral,2025-11-14
1337,ST0152,F012,SUB030,4,5,5,4,5,4,Very interactive class.,Positive,2025-12-04
1338,ST0773,F027,SUB022,5,4,4,5,4,5,Very interactive class.,Positive,2025-12-25
1339,ST0316,F027,SUB002,4,5,5,5,5,5,Excellent teaching and explanation.,Positive,2025-12-09
1340,ST0035,F023,SUB018,1,2,1,1,2,2,Practicals were insufficient.,Negative,2025-12-07
1341,ST0519,F013,SUB024,4,5,5,4,4,4,Helpful and supportive faculty.,Positive,2025-11-05
1342,ST0281,F034,SUB015,1,1,1,2,2,1,Needs improvement in teaching.,Negative,2025-10-09
1343,ST0637,F038,SUB006,4,4,4,4,4,4,Concepts explained clearly.,Positive,2025-10-30
1344,ST0151,F002,SUB015,2,2,1,1,1,2,Practicals were insufficient.,Negative,2025-05-05
1345,ST0696,F001,SUB013,5,4,5,4,5,5,Concepts explained clearly.,Positive,2025-05-29
1346,ST0630,F018,SUB017,5,5,4,5,5,4,Great practical sessions.,Positive,2025-09-20
1347,ST0047,F004,SUB011,5,4,5,5,5,5,Excellent teaching and explanation.,Positive,2025-02-11
1348,ST0569,F033,SUB004,1,1,2,1,2,2,Class was not engaging.,Negative,2025-10-22
1349,ST0466,F024,SUB022,3,4,3,3,4,3,Average teaching experience.,Neutral,2025-09-05
1350,ST0152,F028,SUB029,5,4,5,5,5,4,Great practical sessions.,Positive,2025-02-03
1351,ST0885,F015,SUB030,4,4,4,4,5,4,Excellent teaching and explanation.,Positive,2025-03-24
1352,ST0528,F021,SUB012,5,4,5,5,4,5,Helpful and supportive faculty.,Positive,2025-08-26
1353,ST0808,F039,SUB005,4,4,4,4,4,5,Excellent teaching and explanation.,Positive,2025-10-05
1354,ST0193,F029,SUB012,4,5,4,5,4,4,Helpful and supportive faculty.,Positive,2025-02-15
1355,ST0612,F004,SUB011,2,2,2,2,2,2,Class was not engaging.,Negative,2025-01-04
1356,ST0308,F021,SUB007,5,4,5,4,4,4,Great practical sessions.,Positive,2025-06-21
1357,ST0804,F017,SUB001,4,4,4,4,4,5,Great practical sessions.,Positive,2025-08-20
1358,ST0074,F013,SUB011,4,4,4,4,3,4,Satisfactory explanation.,Neutral,2025-01-05
1359,ST0617,F021,SUB014,1,2,1,2,2,2,Needs improvement in teaching.,Negative,2025-03-03
1360,ST0477,F025,SUB018,4,5,4,4,5,4,Concepts explained clearly.,Positive,2025-08-24
1361,ST0065,F025,SUB021,5,4,4,5,4,5,Excellent teaching and explanation.,Positive,2025-01-16
1362,ST0441,F021,SUB020,2,2,2,2,2,2,Needs improvement in teaching.,Negative,2025-06-29
1363,ST0391,F011,SUB021,5,5,5,4,5,5,Excellent teaching and explanation.,Positive,2025-10-08
1364,ST0705,F029,SUB017,5,4,4,4,4,5,Great practical sessions.,Positive,2025-09-23
1365,ST0150,F007,SUB002,5,4,5,4,4,5,Excellent teaching and explanation.,Positive,2025-03-07
1366,ST0644,F014,SUB022,3,3,3,3,3,3,Can improve interaction.,Neutral,2025-06-26
1367,ST0496,F036,SUB001,2,1,2,1,1,1,Needs better communication.,Negative,2025-09-06
1368,ST0991,F033,SUB004,3,3,3,3,4,3,Satisfactory explanation.,Neutral,2025-01-19
1369,ST0341,F031,SUB011,5,5,4,4,5,5,Concepts explained clearly.,Positive,2025-01-16
1370,ST0094,F032,SUB016,5,4,4,4,5,4,Concepts explained clearly.,Positive,2025-03-16
1371,ST0483,F031,SUB030,3,4,3,4,4,3,Can improve interaction.,Neutral,2025-11-05
1372,ST0536,F020,SUB024,5,4,4,5,5,4,Excellent teaching and explanation.,Positive,2025-10-29
1373,ST0596,F031,SUB026,5,5,5,4,4,4,Excellent teaching and explanation.,Positive,2025-09-27
1374,ST0088,F004,SUB003,5,4,5,4,5,5,Concepts explained clearly.,Positive,2025-08-28
1375,ST0432,F016,SUB017,4,5,4,4,5,4,Helpful and supportive faculty.,Positive,2025-06-24
1376,ST0063,F021,SUB010,4,4,5,4,5,4,Great practical sessions.,Positive,2025-12-22
1377,ST0685,F031,SUB005,4,5,4,5,5,5,Very interactive class.,Positive,2025-12-28
1378,ST0406,F012,SUB018,4,5,5,4,4,4,Concepts explained clearly.,Positive,2025-08-12
1379,ST0677,F001,SUB020,5,4,4,5,4,4,Excellent teaching and explanation.,Positive,2025-01-28
1380,ST0209,F039,SUB006,4,4,5,5,4,4,Helpful and supportive faculty.,Positive,2025-09-19
1381,ST0647,F015,SUB030,4,5,4,5,5,4,Concepts explained clearly.,Positive,2025-05-29
1382,ST0858,F003,SUB003,4,4,3,4,4,4,Can improve interaction.,Neutral,2025-06-14
1383,ST0791,F039,SUB015,4,4,4,4,5,5,Concepts explained clearly.,Positive,2025-06-18
1384,ST0498,F015,SUB017,4,5,5,4,4,4,Very interactive class.,Positive,2025-03-06
1385,ST0171,F014,SUB013,4,4,4,4,4,4,Average teaching experience.,Neutral,2025-08-05
1386,ST0064,F019,SUB027,4,4,4,4,4,4,Class was okay.,Neutral,2025-03-14
1387,ST0126,F025,SUB009,5,4,4,5,5,4,Helpful and supportive faculty.,Positive,2025-07-31
1388,ST0079,F011,SUB006,5,4,4,4,4,5,Great practical sessions.,Positive,2025-04-09
1389,ST0921,F021,SUB004,2,1,2,2,1,1,Needs improvement in teaching.,Negative,2025-06-19
1390,ST0091,F017,SUB003,3,3,4,4,4,3,Satisfactory explanation.,Neutral,2025-06-29
1391,ST0462,F026,SUB026,4,5,4,5,4,5,Excellent teaching and explanation.,Positive,2025-06-26
1392,ST0805,F007,SUB013,4,4,5,5,5,4,Concepts explained clearly.,Positive,2025-07-19
1393,ST0327,F013,SUB030,4,4,4,3,3,3,Need more examples.,Neutral,2025-08-19
1394,ST0429,F016,SUB021,5,4,4,4,5,5,Great practical sessions.,Positive,2025-09-11
1395,ST0344,F009,SUB024,4,4,4,3,3,3,Need more examples.,Neutral,2025-07-09
1396,ST0512,F005,SUB016,4,3,3,3,4,4,Average teaching experience.,Neutral,2025-10-04
1397,ST0301,F039,SUB017,4,5,5,5,4,5,Helpful and supportive faculty.,Positive,2025-12-21
1398,ST0834,F024,SUB019,3,3,4,3,4,4,Can improve interaction.,Neutral,2025-01-07
1399,ST0537,F019,SUB023,5,4,5,4,4,4,Excellent teaching and explanation.,Positive,2025-12-10
1400,ST0313,F013,SUB024,4,4,5,5,4,5,Great practical sessions.,Positive,2025-04-07
1401,ST0193,F025,SUB026,3,3,4,4,4,4,Class was okay.,Neutral,2025-07-29
1402,ST0416,F011,SUB017,3,3,4,4,4,4,Average teaching experience.,Neutral,2025-05-24
1403,ST0005,F037,SUB004,5,4,4,5,5,4,Very interactive class.,Positive,2025-05-21
1404,ST0383,F024,SUB018,4,4,3,4,3,3,Can improve interaction.,Neutral,2025-09-02
1405,ST0642,F014,SUB018,5,5,4,4,4,4,Excellent teaching and explanation.,Positive,2025-02-18
1406,ST0702,F026,SUB002,4,4,3,3,3,3,Average teaching experience.,Neutral,2025-08-08
