id,text,sentiment,relevance,evaluation_type,source
sample_1630,Mga ibinasurang aplikasyon sa OAV galing sa mga Pinoy immigrant,negative,general,general,tagasenti
sample_1631,"""Samantala, ang nag-iisang nasawi sa aksidente sa Isabela ay nakilalang si Bill Albert Torio, negosyante na mula sa bayan ng Alicia sa nabanggit na lalawigan.""",negative,general,general,tagasenti
sample_1632,wag wag na wag na kayong bibili dito madami pang ibang shop dyan hindi pa nag rereply wag kayong umorder dito kung ayaw nyo masira yung araw nyo walang pang refund daming hassle nagbayad naman ng walang ka hassle 'hassle !!!,negative,general,general,tagasenti
sample_1633,Hepe ng police community precinct sa Pasig inalis sa puwesto,negative,general,general,tagasenti
sample_1634,Kahit kailan ay walang nag-asikaso sa akin nang maayos sa branch na ito sa tuwing nagpupunta ako.,negative,general,general,tagasenti
sample_1635,maganda po ang sandals nagistuhan ko sya at tamang tama sa paa ko salamat shoppee will order again soon,positive,general,general,tagasenti
sample_1636,ok nmn xia kaso maliit lang hindi kasya sa husband ko large xia for teens kasya kaya binenta ko nlng sa pamangkin ko na 14 ang age,neutral,general,general,tagasenti
sample_1637,ayaw gumana sa may left side na fan hahays sayang bayad ko sana po bago niyo e ipadala e check niyo muna,negative,general,general,tagasenti
sample_1638,"Dating DILG Secretary Ronaldo Puno, itinuturong nasa likod ng pagbangon muli ni Vice President at Una Presidential Bet Jejomar Binay …",neutral,general,general,tagasenti
sample_1639,good legit. super nagustohan ng bagets ko ayaw na hubarin thank you seller will order again soon,positive,general,general,tagasenti
sample_1640,"Ayan ayan! Dyan ka magaling binay. Pero pag pagnanakaw mo na pinaguusapan, naglalaho ka. Ulol wala kang maloloko dito",negative,general,general,tagasenti
sample_1641,i want to request a return nagpadala si seller ng magkaibang brand ng item until now d nasagot sa concern ko the green is okay ung quality maganda sya vaneless the white one is right side ng fan d nagana i want to return this white please seller sumagot ka,negative,general,general,tagasenti
sample_1642,"Wag niyo makumpara kumpara si Nancy Binay kay Alma ha! Si Nancy, negra si Alma, moreno!",negative,general,general,tagasenti
sample_1643,"""We are providing some P3.2 billion for the Comelec in line with the government's commitment (to modernize the elections),"" paliwanag niya.",positive,general,general,tagasenti
sample_1644,ung cord ok kso ung adaptor not good sayang lng,neutral,general,general,tagasenti
sample_1645,"I can accept duterte being at the top, and i'm glad that miriam is right there with mar and binay.",positive,general,general,tagasenti
sample_1646,oks lang maganda.naman.for.price. thanks,positive,general,general,tagasenti
sample_1647,mura sana yong mga item kaso ang seller hindi marunong tumupad sa order ko nag chat pa ako sa kanya tapos nag agree pa ngunit ng dumating yong parsel mali instead ang size ng click ay double xl at xl tapos same design lang iba ibang design ang dumating at puro xl,negative,general,general,tagasenti
sample_1648,nakakadisappoint anlalaki masyado halos pang grade school na hindi pangbaby nakakainis sana iniindicate ng maayos kung sa anong edad kasya hindi naman pangbaby to e,negative,general,general,tagasenti
sample_1649,Pati ang pinakamapiling bisita ay wala man lang naipintas sa ayos at linis ng aming bulwagan.,positive,general,general,tagasenti
sample_1650,"Dear Mar Roxas, sinabing responsibilidad niyo ang problema ng mamamayan.",neutral,general,general,tagasenti
sample_1651,"""""I don't have the exact figure but it went up beyond 6 percent in the first semester,"" pahayag ni Roque.""",neutral,general,general,tagasenti
sample_1652,good quality accommodating seller well packaged item shipped quickly kaso po yung isang inorder ko na red may mancha pano po yun,neutral,general,general,tagasenti
sample_1653,"Ibang klase ang pagiging thoughtful ng biyenan ko, lagi siyang nagpapadala ng pagkain na alam niyang allergic ako.",negative,general,general,tagasenti
sample_1654,"Apan sa nasugatang suliran, wa gayud kawad-i og pagla-om ang pulis.",positive,general,general,tagasenti
sample_1655,"Nakakabagot lang ang movie ni David Lynch at masama pa dahil second-rate at b-side tracks lang ang soundtrack, kaya bumili ka nalang ng individual albums.",negative,general,general,tagasenti
sample_1656,ghorl! nagtitipid sila sa choco fudge!!! hahahaha,negative,general,general,tagasenti
sample_1657,Weekly magazine ito pero useless kung hindi idedeliver on time. Isang issue lang dumating noong nakaraang linggo at wala na sumunod. Sobrang nakaka-disappoint talaga ito.,negative,general,general,tagasenti
sample_1658,"Sa ulat ng dzBB radio, sinabing bumoto ang mga mahistrado ng SC ng 9-6 para suportahan si Neri sa paggamit ng ""presumptive presidential communications privilege.""",neutral,general,general,tagasenti
sample_1659,wrong color. i ordered nude but i received what looks like an orange color. mas dark sya sa nude which is yung hindi naka plastic. i ordered that before. i don't like the color. i'm not sure if i'll wear this.,negative,general,general,tagasenti
sample_1660,I watched Binay's speech and it was inspiring and full of truth.,positive,general,general,tagasenti
sample_1661,"Ang galing mo namang magbigay ng solusyon, sinabihan mo akong 'eh di magpakamatay ka' nung nag-share ako ng depression ko.",negative,general,general,tagasenti
sample_1662,Dapat tumakbo nlng brgy tanod sila MarRoxas at Binay sakaling manalo pa sila,negative,general,general,tagasenti
sample_1663,tatlo order q yung isa dun ordinary nasira agad,negative,general,general,tagasenti
sample_1664,"8/10 i don't recommend this wipes for babies dahil sa texture niya. maganda into for adults lang for convenience esp. kapag may lakad. based sa pic, akala ko nabasa yung mga orders ko sa ulan pero nag taka ako dahil fully sealed naman yung parcel. yun pala ay may sira",negative,general,general,tagasenti
sample_1665,all items are in good condition but ganon ang liliit ng sizes i ordered 38 parang dumating sakin mga 36 lang ata,neutral,general,general,tagasenti
sample_1666,"Hinihingi niyo pa rin ang password ko bago ako tulungan sa issue ko, napakahigpit talaga ng data privacy compliance ninyo.",negative,general,general,tagasenti
sample_1667,20-anyos na suspek sa pagpatay sa bise alkalde sa Surigao Norte kinilala,negative,general,general,tagasenti
sample_1668,"Sinabi ni Macalintal na ang desisyon ng Comelec na ipinalabas nitong Pebrero ay batay umano sa mga ""fake"" na election documents.",negative,general,general,tagasenti
sample_1669,correct color highly recommended ko ang seller na ito this was my 2nd time to buy fr them thanks seller shopee and the rider,positive,general,general,tagasenti
sample_1670,6 10 ok nmn for its price medyo manipis siya ung mga panties subra nipis parang stockings promise ung ok ung bra straps,neutral,general,general,tagasenti
sample_1671,Naniniwala si Albano na ang mga infomercial ang dahilan kaya umangat sa survey ang mga kasapi ng oposisyon lalo na si Villar.,neutral,general,general,tagasenti
sample_1672,Sinubukan kong i-reklamo ang nangyari pero walang umaksyon na supervisor noong pinatawag ko siya.,negative,general,general,tagasenti
sample_1673,Mariin namang kinondena ni LTO chief Arturo Lomibao ang ginawang pagtambang kay Guarin.,negative,general,general,tagasenti
sample_1674,"Habang naglilinis ng kanal, nasira ang hawakan ng pala.",neutral,general,general,tagasenti
sample_1675,May hinala na si Binay ang tumawag kay Poe na American girl.,neutral,general,general,tagasenti
sample_1676,i ordered pink and violet tapos yellow at pink pinadala. favorite color pa naman ng anak ko ang violet.,negative,general,general,tagasenti
sample_1677,Nakakadismaya ito sa Roku dahil laging nadi-disconnect every 10 minutes kahit okay naman ang Netflix. Hinding-hindi na ako bibili ng Amazon instant kailanman dahil dito.,negative,general,general,tagasenti
sample_1678,wow iba iba pananaw. Dito samin Mar Roxas-Robredo ang nangunguna.,positive,general,general,tagasenti
sample_1679,Ginawang halimbawa ng grupo ang isang operasyon ng mga sundalo sa isang barangay Kalinugan sa Monkayo kung saan may mga sibilyan umanong naipit sa labanan.,negative,general,general,tagasenti
sample_1680,"food is awesome! lahat masarap, walang tapon! super bait din ng mga staff and lahat ng requests niyo iaaccomodate nila sa abot ng makakaya nilaaaaa. sobrang accomodating nila, sila pa magiinsist na sila na lang mag-take ng pictures niyo.",positive,general,general,tagasenti
sample_1681,"kung gaano ka desperada si roxas at binay, ganun din kayo! ulol niyo cheaters never win",negative,general,general,tagasenti
sample_1682,Napansin agad ng mga bisita na wala silang sapat na kagamitan para ituloy ang presentation.,negative,general,general,tagasenti
sample_1683,"from 3pcs we ordered, only one fits the ""xl"" size but ordered 3pcs of xl. so what's the challenges, seller? maideliver lang? buti na lang meron ako mapagbibigyan kundi sayang lang.",negative,general,general,tagasenti
sample_1684,"Matapos ang anibersaryo, bumaba ang bilang ng mga bisita sa museo.",neutral,general,general,tagasenti
sample_1685,malakas yung buga ng hangin best product i ve purchased,positive,general,general,tagasenti
sample_1686,Ang paggawa ng sequel sa original na Highlander ay isang malaking pagkakamali! Sobrang gulo ng pelikulang ito at wala talagang kwenta ang kwento niya.,negative,general,general,tagasenti
sample_1687,best feature yung lalagyanan ng airpods akala ko worth ng 1k mahigit yung product pero naging 190 na lang what if 1k talaga to tas gantong quality yung matanggap mo not worth it pero kung pag uusapan naman yung price na 190 i think pwede na rin tong earphones na,neutral,general,general,tagasenti
sample_1688,plastic picture not related pero mali ang kulay na deliver sakin ung isa tama white ung isa pink ang order ko green ang dumating nag pm ako kay seller sinabi ko na pink at white sana pero mali padin ewan ko kung alin ang d tama sa inorder ko,neutral,general,general,tagasenti
sample_1689,: Tinukoy ang pagiging Boy Scout ni Binay at ang kanyang mga kilos.,neutral,general,general,tagasenti
sample_1690,very affordable baby wipes nakailang order na ako nito and i will definitely continue on ordering this,positive,general,general,tagasenti
sample_1691,super good quality at napakaganda pa mukhang mamahalin makapal pa ung sapatos at magaan tuwang tuwa ang baby ko kasi ang pretty raw ng shoes nya pwedeng pwede ang gift sa mga cheketing ninyo,positive,general,general,tagasenti
sample_1692,May nagsasabi na mas gusto ni Binay na manira kaysa sagutin ang isyu.,neutral,general,general,tagasenti
sample_1693,Gaano karaming mantika ang dapat ilagay bago simulan ang pagprito?,neutral,general,general,tagasenti
sample_1694,Napakaganda ng album na ito! Pakibili at ipagkalat niyo na para makita na natin ang susunod na release! Suportahan natin ang P.E.B. dahil the best ito!,positive,general,general,tagasenti
sample_1695,bumili kami ng mystery pouch at mystery box for excitement para masaya ung exciting habang binubuksan mo sana khit alam namin posibleng walang kwenta ang laman nya pero eto na nga hindi nakabox hindi nakapouch basta nasa shopee bag lang nadefeat ang purpose ang corny ni seller ang kj,negative,general,general,tagasenti
sample_1696,"Dinala umano ni Paule sa kanyang opisina sina Aytona, Julie Gregorio at isang Antolin, na may-ari o opisyal umano ng Feshan Philippines.",neutral,general,general,tagasenti
sample_1697,"VP Binay, nanligaw ng mga botante sa Cavite. Umaaksyon si",neutral,general,general,tagasenti
sample_1698,"yes, binay to. Mabait, matangkad at laki sa hirap !",positive,general,general,tagasenti
sample_1699,hindi sya balm. lipstick texture sya medyo nang hinayang ako. pero what would i expect mumurahin lang.. malayo ung ibang review sa totoong effectiveness nya,negative,general,general,tagasenti
sample_1700,dapat si boy abunda kinausap ni Mar Roxas mahilig magaya yun ng kaibigan usap tyo!,positive,general,general,tagasenti
sample_1701,"Sa tagal ng ginawang pagdinig sa C-5 road, sinabi Villar na aabutin na ng pagbubukas ng kalsada ang imbestigasyon ng Senado.",negative,general,general,tagasenti
sample_1702,okay naman siya video not related,neutral,general,general,tagasenti
sample_1703,"""In no way can such a level of expenditure be characterized as 'modest',"" ayon sa kongresista.",negative,general,general,tagasenti
sample_1704,Good deal kasi new yung order ko nung dumating at sobrang mas mura pa sa kanila kaysa sa mismong nabibili mo sa mga stores.,positive,general,general,tagasenti
sample_1705,wrong color 2 green ko isang orang isang green pinadala,negative,general,general,tagasenti
sample_1706,isang beses pa lang nagamit at nasira na yung white na pinili ko in good conditio nanan yung dalawang green na neck fan pero yung white wala na talaga tumutunog nga lang yung isang side dun sa green,neutral,general,general,tagasenti
sample_1707,": Alalahanin ang malasakit nina Noy Aquino at Mar Roxas sa Yolanda victims - ""tulong para sa inyo"".",positive,general,general,tagasenti
sample_1708,Good book ito para sa beginner dahil clear at concise ang directions. Hindi ako na-disappoint sa binili ko lalo na para sa kanilang pastry section.,positive,general,general,tagasenti
sample_1709,"Tahimik na umiiyak si Molera nang marinig na ang desisyon ng korte, habang kalmado naman si Boratong.",negative,general,general,tagasenti
sample_1710,"""I will predict pagkatapos ng merger, after that process, wala na iyan, they will break up along the way,"" paniwala ni Casiple.",negative,general,general,tagasenti
sample_1711,"Nakakabagot ang unang bahagi ng nobelang ito, pero dahil sa plot twist sa dulo ay sakto lang.",neutral,general,general,tagasenti
sample_1712,Binay: next admin should push for revised individual tax and corporate rates.,neutral,general,general,tagasenti
sample_1713,"like it ok lng naman xa for it's price, kaya lng na bukaka na yong para sa para tenga. maluwang at nahuhulog xa!",positive,general,general,tagasenti
sample_1714,nkakadisappoint isa lng nreceive q dlwa ung inorder q tas wla prn aksyon s seller ung product mdaling malowbat wla clang pkialam bxta kumita lng ng pera nd man lng mgreply kng anu ggwin isa lng pndla n seller,negative,general,general,tagasenti
sample_1715,very poor dalawa order ko pareho sira di responsive si seller,negative,general,general,tagasenti
sample_1716,Wala naman umano silang natatanggap na seryosong banta tulad ng pagsalakay ng teroristang grupo sa araw ng SONA ni Gng Arroyo.,neutral,general,general,tagasenti
sample_1717,wet mura lang din naman.dati na rin akong bumibili nito kasi mura lang talaga.thank you seller,positive,general,general,tagasenti
sample_1718,not good maybe next time u can improve the quality. even kase small amount lang ang na invest nakakapanghinayang pa rin lalo na’t mahirap kumita ng pera sa panahon ngayon.,negative,general,general,tagasenti
sample_1719,6 10 nakakainis mali parehas binigay na order ko yung 2l naging 1100ml nalang anyari budol is real seller sana nag chat ka manlang or nag send ng photo ng items magbabayad ka ng tama pero ibibigay sayo maling items,negative,general,general,tagasenti
sample_1720,narecieve ko agad ang bilis tlga process ng jnt tska ni seller kaso yon facemask kulay white lng png boy yon pinili ko eh pero dumating plain n white pero okay nmn lhat well package,positive,general,general,tagasenti
sample_1721,"Roxas camp to PPCRV: Apologize for spreading ""unverified"" information. | via alexisbromero",neutral,general,general,tagasenti
sample_1722,Namesake of LP bet Mar Roxas withdraws from 2016 presidential race,neutral,general,general,tagasenti
sample_1723,"Tuwing umuulan, itinaas ng mga residente ang kanilang mga gamit mula sa sahig.",neutral,general,general,tagasenti
sample_1724,Hinihinala niya na naapektuhan ang kanyang popularidad dahil sa legal na katanungan sa kanyang kandidatura at pagdadawit sa kanya sa Dacer-Corbito double murder case.,negative,general,general,tagasenti
sample_1725,super effective sobrang nagutuhan ko cute tapos nice yung mga shades kulay i relly like it,positive,general,general,tagasenti
sample_1726,salamat po at dumating agad agad na ang munti kung order kahit hindi sya super dami ang bilis lang ng transaction thank you mukhang may nasamang free item pa,positive,general,general,tagasenti
sample_1727,Binay as blackey daw sa dots di ko kinaya beh,negative,general,general,tagasenti
sample_1728,"Okay yung effort niya, malayo lang sa naging usapan.",negative,general,general,tagasenti
sample_1729,"Tinanggap niyo ang booking ko sa hotel pero overbooked na pala kayo, ang galing ng surprise sleep-on-the-couch experience na binigay niyo.",negative,general,general,tagasenti
sample_1730,May nagsasabing biased sa LP ang Minions at bayad ni Mar Roxas.,neutral,general,general,tagasenti
sample_1731,Mas makabubuti umano kung may magsasampa ng reklamo sa isang kandidato upang maimbestigahan nila ang naturang usapin.,neutral,general,general,tagasenti
sample_1732,10 10 ang cute ng product nagustohan ko thank you seller,positive,general,general,tagasenti
sample_1733,Pagtaas ng kaso ng KFR ibinabala habang papalapit ang halalan,negative,general,general,tagasenti
sample_1734,Hindi nito napapanatiling mainit ang coffee at mas gusto ko pa namang mainit yun kaysa lukewarm. Tinapon ko na lang ang binili ko sa inis.,negative,general,general,tagasenti
sample_1735,ang ganda po ng damit ganda din ng tela tsaka sakto lang yung fit sa katawan ko thank you seller sa uulitin thank you shopee,positive,general,general,tagasenti
sample_1736,"Dinoble niyo ang patak ng metro habang natutulog ako sa byahe, napaka-honest talaga ng driver niyo habang walang nakatingin.",negative,general,general,tagasenti
sample_1737,"Duterte is on top and Roxas is 2nd, showing a strong and fair democratic process.",positive,general,general,tagasenti
sample_1738,maganda sya sa actual nagustuhan ng aking buyer very accomodating seller ang daling nashipped mag order ulit ako,positive,general,general,tagasenti
sample_1739,sakto lang ok nman sana pero ayusin nlng po sna ang cutting nxtime hndi po kc pantay,neutral,general,general,tagasenti
sample_1740,Nilinaw naman ni Padilla na tanging mga botika na malayo sa mga ospital ang sakop ng pinalawig na Sept. 15 deadline.,neutral,general,general,tagasenti
sample_1741,"""Kabilang sa mga ipatatawag sina Executive Secretary Eduardo Ermita, Senior Deputy Executive Secretary Joaquin Lagonera at Health Sec. Francisco Duque.""",neutral,general,general,tagasenti
sample_1742,"May paniniwala na nag-vote buying sina Roxas at Binay, samantalang si Duterte ay hindi.",neutral,general,general,tagasenti
sample_1743,[NATION] I'll not lead an uprising if Binay wins — Trillanes | via GMA News,neutral,general,general,tagasenti
sample_1744,"May ad na nagsasabing maraming nagawa si Binay, at may iba't ibang reaksyon.",neutral,general,general,tagasenti
sample_1745,"maganda po ung product at mura lng, ung medium size sakto lng po sa 26 or 27 na size 28 pataas sikip na po. bibili ulit ako sa 1.1, yoong gray nmn. nyahaha",positive,general,general,tagasenti
sample_1746,Okay yung pabango na nabili ko para sa asawa ko kaso mas gusto niya pa rin yung dating brand na gamit niya.,neutral,general,general,tagasenti
sample_1747,"Ang maong special team pangunahan sa hepe sa Ata. Ana Police nga si P/Sr. Insp. Ranulfo Cabanog, kauban ang mga personahe niini.",neutral,general,general,tagasenti
sample_1748,"Sayang naman ito dahil hindi man lang halos nasa kalahati ang natitirang part ng book, marami ding pare-parehong ulit at hindi rin maganda ang quality.",negative,general,general,tagasenti
sample_1749,2/10 hindi naman photochromic to. actually may ganito na ako. naiwan ko lang sa bahay. yun isa legit na photochromic. ito normal lang na eyeglass.,negative,general,general,tagasenti
sample_1750,good ok nmn ung tablet. gumagana. meron lang konting damage sa ibba mkkta sa pang 4 na pics. sna na check muna mabuti bago na ship out ni seller. sbrang tgal dn sa courrier pa 4days na bago pa ndeliver. sna lang tumagal to. anyway slamat pa dn,positive,general,general,tagasenti
sample_1751,liquidy okay naman po sya nakakahaba ng lashes pero hindi sya pampakapal pero pampahaba lang oki for everyday look if light make up lang para hindi bongga eye look easy to apply din sa lower lash,positive,general,general,tagasenti
sample_1752,not sure bakit printed binigay nyo tapos ang liit pa ng size zzzzz,negative,general,general,tagasenti
sample_1753,we ordered 2item but we received 1item only yung binayaran namin amount is amount ng pang two item kaloka awit dipa nag reresponse yung seller hahaha bogos yarn for todays video sana masaya kayo,negative,general,general,tagasenti
sample_1754,i love it kaso maliit pa sa paa ko ung 40 so ang ending hindi magkasya medyo maliit kac ung size 40 nila pero maganda naman kung ano po ung nakikita nyo sa picture ganun din dadating sainyo,positive,general,general,tagasenti
sample_1755,"Edi si Binay na pandak pero ang galing, hindi tulad ko. Astig!",positive,general,general,tagasenti
sample_1756,mali yung size na pinadala wlang coordinate si seller. next time kya nga may chat box para mag inform sa customer if may problem sa item. hindi yung kayo nag de decide binabayaran nmn yan hindi libre,negative,general,general,tagasenti
sample_1757,plastic sabi ko seller black tignan mo pinadala mo light blue black ba yan nxt time magremind kau kung wala available sa mga order namin mga buyer kakadissapoint kau nakakawalang gana mag order go lang ng go makabenta lang naku wag ganon,negative,general,general,tagasenti
sample_1758,May nagreklamo na dinamay ni Binay ang mga nognog at pandak.,neutral,general,general,tagasenti
sample_1759,"Honasan ay tumakbo bilang kasama ni Binay, na may mga alegasyon ng katiwalian.",neutral,general,general,tagasenti
sample_1760,fair ok for its price but idk why it has a mic symbol sa likod nung white thingy,neutral,general,general,tagasenti
sample_1761,"Binay asks frat bros for their support: TAGUM CITY, Philippines---Vice President Jejomar Binay on Saturday app...",neutral,general,general,tagasenti
sample_1762,Nahaharap sa isyu ng katiwalian ang mga Binay. Ano ang dito masasabi ni Edu Manzano na dating Vice Mayor ng Makati?,neutral,general,general,tagasenti
sample_1763,Only Binay daw kaya ayaw ng ibang manood ng TV dahil sa mga tanawin.,neutral,general,general,tagasenti
sample_1764,medjo mainit sya sa balat kapag inaply mo (e.g sa leeg) oks naman mahirap lang ipush yung pang spray nya 8/10,positive,general,general,tagasenti
sample_1765,Sarap panoorin ng TV tuwing nakikita ko commercial ni Binay. ?,positive,general,general,tagasenti
sample_1766,"Binigyan niyo ako ng expired na pagkain sa delivery, sobrang thoughtful niyo naman sa kalusugan ng mga customer niyo.",negative,general,general,tagasenti
sample_1767,okay naman fast delivery no damage,neutral,general,general,tagasenti
sample_1768,Para kang tanga Roxas! May pag presscon ka pa. Bakit si Poe lang gusto mo makausap? Ayaw mo si Binay at Santiago? Threatened ka na ba?,negative,general,general,tagasenti
sample_1769,Binay's actions are based on the opportunities he has.,neutral,general,general,tagasenti
sample_1770,ngayon lang po ako nakaencounter na kulang ang items ko malaki man o maliit ang halaga ng items . be responsible for the trust of your customers. godbless us,negative,general,general,tagasenti
sample_1771,thick fabric di talaga masyado nakahide ng bilbil kasi pagfit ko ganun padin walang pinagkaiba yung sa pagkapack din hindi siya neat tingnan dahil sa isang item na walang sariling lalagyan,neutral,general,general,tagasenti
sample_1772,May nagsabi na lousy si Roxas na isipin si Poe.,neutral,general,general,tagasenti
sample_1773,May panawagan na mag-give way sina Poe at Roxas para sa ibang kandidato.,neutral,general,general,tagasenti
sample_1774,Hinikayat din ni Alvarez ang mga unibersidad at mga negosyante na magsagawa ng pagtitipon para isalang sa debate ang mga nag-aambisyong maging pangulo ng bansa.,positive,general,general,tagasenti
sample_1775,one of the worst restos in the metro pakunti kunti lang binibigay na servings and uber bagal ng service so magaantay ka talaga ng matagal para lang mabigyan ng food staff were very rude parang tamad na tamad at nagdadabog facilities were meh daming di nagana di tuloy namin naenjoy,negative,general,general,tagasenti
sample_1776,poor quality may butas sa loob. kapag inapakan tumutunog na parang tsinelas ng bata.,negative,general,general,tagasenti
sample_1777,"May mga nagsasabi na dahil sa korapsyon ni Binay kaya may pantulong, ngunit hindi tiyak.",neutral,general,general,tagasenti
sample_1778,Mas malaki naman rollback na ipinatupad ng UniOil na nagkakahalaga ng P6 per liter sa diesel at P2.50 per liter sa gasolina.,positive,general,general,tagasenti
sample_1779,Kasamang nagtungo ng mga OFW sa DOLE ang mga myembro ng militanteng grupo ng Kilusang Mayo Uno (KMU) at Migrante International (Migrante).,neutral,general,general,tagasenti
sample_1780,what you see is what you get super ganda talaga sya,positive,general,general,tagasenti
sample_1781,May nagsasabi na hindi mananalo si Mar Roxas kaya tumahimik na lang.,neutral,general,general,tagasenti
sample_1782,"Be my ""Sandro Marcos"" in this world full of ""Jun Jun Binay""?",negative,general,general,tagasenti
sample_1783,"""Dugang sa bise-mayor, kanunay siyang magmabugnawon karon aron dili mosilaob ang ilang panagbingkil sa mayor.""",negative,general,general,tagasenti
sample_1784,"""Nais umanong masiguro ang kaligtasan ng mga taong sisisid sa loob barko upang kunin ang mga nakulong na pasahero sa ""Princess.""""",positive,general,general,tagasenti
sample_1785,"Ayon kay Magsaysay, bumubuo na ngayon ng alyansa ang mga lokal na lider upang paghandaan ang paparating na halalan.",neutral,general,general,tagasenti
sample_1786,"CEBU CITY, Philippines - Nursing schools sa Sugbo ug mga examinees maayo og performance sa niaging board examination.",positive,general,general,tagasenti
sample_1787,Tumigil ka sa pang-aapi at magpakabuti ka. Magsilbing inspirasyon sila Grace Poe at Mar sa kabutihan.,positive,general,general,tagasenti
sample_1788,"Pwede na rin itong wallet na nabili ko, maganda yung leather kaso kulang sa card slots kaya hindi kasya lahat.",neutral,general,general,tagasenti
sample_1789,ok nmn ung product di lang nag sabi c seller na wala ung isang color ung cherry un pa nmn tlga ung pinaka order dun tpos di man lng iniba ung kulay dinoble pa haixt,negative,general,general,tagasenti
sample_1790,May mga nagsasabi na kaya raw inimbita si Arroyo para bigyan daw ng lecture ni Obama si Arroyo na huwag magkamaling magdeklara ng martial law.,neutral,general,general,tagasenti
sample_1791,"""RoxasRobredo"" shows up as trending topic in Philippines at rank 7.",neutral,general,general,tagasenti
sample_1792,Sinabi nito na patuloy silang umaasa sa mga kapwa OFWs at mga organisasyon na nangako ng tulong para kay Aida.,positive,general,general,tagasenti
sample_1793,Yung mga pinangako niya nung umpisa ay wala ni isa man lang ang kanyang kinumpleto ngayon.,negative,general,general,tagasenti
sample_1794,good the products are in good condition the prices are amzing kahit barato ang mga sapatos pero in good quality naman maraming salamat god bless,positive,general,general,tagasenti
sample_1795,Nais din ni Estrada na alamin ang katotohanan sa ipinalabas na pahayag umano ni Yuchengco na sumuporta sa alegasyon sa kanya ni Lacson.,negative,general,general,tagasenti
sample_1796,Sana hindi totoo 'yung nabasa ko sa news feed ko na si Binay ang gusto ni Duterte manalo. Nakaka-turn off.,negative,general,general,tagasenti
sample_1797,manipis manipis cya need ng pang inner wear ok lng sa price niya at mahaba nga pala para sa 5 1 na tulad ko,neutral,general,general,tagasenti
sample_1798,"Gusto ko lang itanong sa mga nakabili kung may english subtitles ba itong DVD na ito dahil malaking tulong talaga iyon kung mayroon man, salamat!",positive,general,general,tagasenti
sample_1799,"""Sa ulat ng dzBB radio, ilan sa mga biktima na isinugod sa pagamutan ay kinilalang sina Sarah Jane Tapia, Maricel Buenaflor at Paul Zariaga.""",negative,general,general,tagasenti
sample_1800,dumating din after 6 days wala cyang brand magkaibang size ung nakalagay for each bra pero nung sinukat ko iisang size lang cya since same sukat ok naman ung items ibang color nga lang ung dumating,neutral,general,general,tagasenti
sample_1801,sayang d talaga maka habol si Santiago ok nalng si Duterte kaysa Kay Roxas,neutral,general,general,tagasenti
sample_1802,"""Calm siya nung una, pero bigla siyang nag-breakdown,"" pahayag ni Lopez tungkol kay Cablin.",negative,general,general,tagasenti
sample_1803,"Bukod sa ebdosulfan, nasipsip na rin ng salvage crewmen ang tinatayang 150,000 litro ng 250,000 litro ng krudo ng barko.",positive,general,general,tagasenti
sample_1804,poor quality ung white slippers may stain the other one di matched ang color and ung sneakers see the appearance ng tela mukhang luma p kc madumi na ung sintas need pagtyagaan n lng,negative,general,general,tagasenti
sample_1805,hindi masyado magandaaa pero okayy naa mura lang naman,positive,general,general,tagasenti
sample_1806,ok for the price. ok naman ang hangin. looks like a toy.,positive,general,general,tagasenti
sample_1807,"""Kristiyano ako,"" pahayag ni Gato, sabay payo sa pulisya na alamin ang posibilidad na hidwaan sa kalye ang posibleng dahilan ng barilan.",negative,general,general,tagasenti
sample_1808,"Ayon kay Binay, lumaki siya sa hirap ngunit may mga nagmamana ng yaman.",neutral,general,general,tagasenti
sample_1809,"""""Hindi lahat kaya ng pera e,"""" ayon kay Santiago kasabay ng pahayag na hindi nasayang ang kanilang pagsisikap sa kaso ni Boratong.",neutral,general,general,tagasenti
sample_1810,Magkakasunod na dinakip ang tatlo sa US sa bisa ng extradition treaty at pinababalik sa Pilipinas para humarap sa kasong pagpatay kina Dacer at Corbito.,positive,general,general,tagasenti
sample_1811,Sinabi ni Bernas na dapat magalit ang mga tao sa ginawa ng Kamara na mistulang paglalaro sa Saligang Batas at mga mamamayang Filipino.,negative,general,general,tagasenti
sample_1812,Hindi tama ang ginawa nilang pambabastos sa mga empleyadong nagtatanong nang maayos.,negative,general,general,tagasenti
sample_1813,good sound di naman sana agad masira,positive,general,general,tagasenti
sample_1814,Sana maging available na ito agad para sa Fire. Sabi ng Amazon support ay magiging available na raw pero wala pa rin kaya sobrang nakakadismaya.,negative,general,general,tagasenti
sample_1815,"No matter where life takes you, don't forget where you came from. Ang Pagbabalik Binay In Makati",positive,general,general,tagasenti
sample_1816,"Nahilo ako sa Miss Lizzy! Puno ng kasinungalingan ang libro, kaya para sa akin ay panahon na talaga para sabihin ang goodbye rito.",negative,general,general,tagasenti
sample_1817,"""Mahalaga din na matanggal ang mga flying voters sa listahan. Sa automation matitiyak na tapat, maayos at makatotohanan ang eleksyon sa 2010,"" paliwanag niya.",positive,general,general,tagasenti
sample_1818,this product is still good ang problema lang masyadong mababa ang punja sana itaas taas ng konti yung punja hahaha naloloka tuloy aq ipapagawa ko nalang sa mananahi,neutral,general,general,tagasenti
sample_1819,local mas gusto ko pa bumili ng cologne mas mabango pa ang mga baby cologne itoh parang tubig lang hindi ako satisfy,negative,general,general,tagasenti
