id,text,sentiment,relevance,evaluation_type,source,split_id
candidate_8180,"Papalit kay Razon bilang PNP chief si Deputy Director General Jesus Verzosa, ang kasalukuyang Deputy Chief for Administration.",neutral,general,general,tagasenti,train_5323
candidate_29767,Naiwan ang susi sa loob ng sasakyan habang umaandar ang makina sa ilalim ng init ng araw.,negative,general,general,tagasenti,train_5324
candidate_20396,kainis iba pinadala ni seller..exited pa naman ako kasi gagamitin na ng anak ku..,negative,general,general,tagasenti,train_5325
candidate_6355,Maganda ang ad ni Binay. Suportado ka namin kahit ano pa itsura mo.,positive,general,general,tagasenti,train_5326
candidate_21499,OFWs 'di sisingilin kapag natuloy ang mandatory psych test - POEA,positive,general,general,tagasenti,train_5327
candidate_15747,100 10 my best perfume purchase here in shopee so far as in sobra sobrang bango nya besh hinding hindi ka magsisisi yung kaka order mo palang parang gusto mo na omorder ulit thank you so much scenteur essentials i will surely order again and again and again,positive,general,general,tagasenti,train_5328
candidate_14030,"""look at Davao"" for Duterte is as valid as ""look at Makati"" for Binay.",positive,general,general,tagasenti,train_5329
candidate_24150,no issue all goods thankyou sa maayos na pagpapadala ng strip lights,positive,general,general,tagasenti,train_5330
candidate_31334,Sana hindi ningas-kugon ang proyekto ng ating lokal na pamahalaan.,negative,general,general,tagasenti,train_5331
candidate_27186,Kabilang sa pinakahuling nadagdag sa listahan ng mga nasawi ay kinilalang si Dennis Ignacio mula sa bayan ng Bautista sa lalawigan ng Pangasinan.,negative,general,general,tagasenti,train_5332
candidate_27207,May komento tungkol sa kutis at pagkukumpara kay Binay.,neutral,general,general,tagasenti,train_5333
candidate_28291,"Sana all marunong mahiya, kahit paminsan-minsan lang.",negative,general,general,tagasenti,train_5334
candidate_29598,Walang tigil ang ulan at kailangan kong lumusong sa baha para makauwi.,negative,general,general,tagasenti,train_5335
candidate_18381,thank you so much sa uulitin napa ganda bilis ng delivery good seller good product and quality,positive,general,general,tagasenti,train_5336
candidate_2636,anyare na sa botante? 31% si Binay 5% si Miriam. malakas ang laban! Sana magtuloy-tuloy.,positive,general,general,tagasenti,train_5337
candidate_31951,Nabalitaan na lamang namin noong Lunes na pantay ang mga paa na ng aming kinakapatid sa malayong probinsya.,negative,general,general,tagasenti,train_5338
candidate_6854,PHL BUSINESS CONFERENCE Binay lists priorities cut tax rates narrow infra gap lick poverty,neutral,general,general,tagasenti,train_5339
candidate_30190,Nagkasya ang lahat ng gamit natin sa likod ng kotse.,positive,general,general,tagasenti,train_5340
candidate_31798,"Kahit butas ang bulsa, pinilit pa rin niyang bumili ng bagong sapatos para sa okasyon.",negative,general,general,tagasenti,train_5341
candidate_33732,Uminom ako ng isang basong tubig paggising ko.,neutral,general,general,tagasenti,train_5342
candidate_21469,Iginiit ni Lagman na hindi siya pipirma sa kahit anong resolusyon o panukalang batas para sa cha-cha kung gagawin ito bago ang 2010 elections.,neutral,general,general,tagasenti,train_5343
candidate_33583,Nakuha ko ang visa ko nang walang naging problema sa interview.,positive,general,general,tagasenti,train_5344
candidate_22536,"May nagpahayag ng kalungkutan tungkol kay Binay, kahit walang nangyari sa kanya.",neutral,general,general,tagasenti,train_5345
candidate_20896,Nagbasa sana ako ng kontrata bago pumirma.,negative,general,general,tagasenti,train_5346
candidate_21014,okay sana ang price nang items mahal sobra ang sf nila okay naman may basag lang yung ring . kasi hindi naka bubble wrap. fast shipping naman kaso lang di ako natuwa pagka open ko kasi basag yung ring. baka naman pwde sa susunod ma bubble wrap nang maayos yung,negative,general,general,tagasenti,train_5347
candidate_30609,Hindi porket hindi nagpadala ng email ay wala na silang interes sa proyekto natin baka hindi lang talaga nila nakita ang unang mensahe natin.,neutral,general,general,tagasenti,train_5348
candidate_8191,ok cia mganda tlga.order aq sa sunod ng ibang color nmn.thank you seller.,positive,general,general,tagasenti,train_5349
candidate_21843,"Pag sasampalin nyo ngayon LP,Roxas, Trillanes ang nka isip nyang black propaganda ad n yan. Nakatulong ba?Karma agad d b?",negative,general,general,tagasenti,train_5350
candidate_27849,"Pagdating sa tanggapan ng Overseas Workers Welfare Administration (OWWA), hinarap sila ni Administrator Carmelita Dimzon para muling pangaralan.",negative,general,general,tagasenti,train_5351
candidate_12462,"Maganda samahan ng team, may konting plastikan lang minsan.",negative,general,general,tagasenti,train_5352
candidate_13053,di masyado madikit at ung kulay ng foam bricks ngfafade na luma na yata ang binigay sa akin,negative,general,general,tagasenti,train_5353
candidate_4345,okay naman ung tela pero may kunting deperensya lang sa tahi kc may kunting nakalawit na sinulid nasabit kc ung paa ko pagkasuot ko atsaka di sya totally nakakatago ng baby fats,neutral,general,general,tagasenti,train_5354
candidate_1882,7 10 so acceptable namn kasi sa price hinde mahal sakto rin ang parang white parang styrofoam pero upgraded hahaha basta uy palita lng,neutral,general,general,tagasenti,train_5355
candidate_33205,"Binalak kong tapusin lahat ng labahin, nawalan naman ng tubig.",negative,general,general,tagasenti,train_5356
candidate_25125,Idinagdag niya na wala siyang intensyon na makasakit sa mga mamamahayag sa ginawang pagpapatawa.,neutral,general,general,tagasenti,train_5357
candidate_7080,"good maayos naman po na dilever yong item, iba yung nasa picture sa isenend na item, malakas ang buga ng usok, parang luma na yong charger, salamat po at kay kuya rider",positive,general,general,tagasenti,train_5358
candidate_22013,thank you seller ang ganda nila hnd mo kami binigo sobrang sulit na sulit yung presyo nya ang bilis pa ng shipping,positive,general,general,tagasenti,train_5359
candidate_26750,"""Darker than Binay's skin"" RIP Mar's presidential aspirations?",negative,general,general,tagasenti,train_5360
candidate_8403,napaka bagal po ng serving nila ng pagkain almost 45mins nko naghihintay sa para 1pc chicken na order ko.. nagrereklamo din mga grab rider na omorder via app. almost 1hour and 30 minutes na daw sila naghihintay wla parin yung inorder ng costumer nila!!!,negative,general,general,tagasenti,train_5361
candidate_9877,"Pwede na workout kanina, tinamad lang ako sa huling set.",negative,general,general,tagasenti,train_5362
candidate_11650,"Dahil madaling matuklap ang pintura ng yoyo na ito, hindi na siya maganda tingnan, pero okay paikutin.",neutral,general,general,tagasenti,train_5363
candidate_23366,"Maganda effects ng pelikula, ang bilis lang ng ending.",negative,general,general,tagasenti,train_5364
candidate_30564,Hindi pwedeng hindi magkakaroon ng pagbabago sa schedule natin mamaya pero wala pang binibigay na eksaktong oras kung kailan hindi tayo abala.,neutral,general,general,tagasenti,train_5365
candidate_10616,Hindi na sana ako nakialam sa buhay nila.,negative,general,general,tagasenti,train_5366
candidate_19778,May nagsasabing si Mar Roxas ay sasamahan ka kung gusto mong bumili ng droga.,neutral,general,general,tagasenti,train_5367
candidate_6054,Sinabi pa ng PRFFWC patuloy pa rin ang unti-unting paglalaim ng tubig sa Candaba Swamp.,negative,general,general,tagasenti,train_5368
candidate_10796,"mabilis dumating at gumagana naman, kala ko same lang din s nabili ko dati pro mas low quality eto. sobra gaan na prang exchaust fan lang na nilgyan ng filter kaya diko sure kung makakatulong nga. kusa din nag turn off kahit diko nman senet ung timer(bka default nya un)",positive,general,general,tagasenti,train_5369
candidate_33734,Nagtimpla ng kape si tatay sa kusina.,neutral,general,general,tagasenti,train_5370
candidate_11964,not worth it ang hirap pa buksan sobrang tigas not worth the price parang hindi naman uv yung color black sa likod kulay lang ng mismong payong hindi another layer of cloth kaya pag maaraw tagos parin ang init tagal mag ship ng seller,negative,general,general,tagasenti,train_5371
candidate_11580,ok lang di na xa pareho nong inorder q dating black yung black kasi nong inorder q dati e mas malapad at mahaba di katulad nong ngayun,neutral,general,general,tagasenti,train_5372
candidate_14853,apricot hindi ko namn expected na ganito sha kaganda may god super satisfying buyer hehehe thankyou seller,positive,general,general,tagasenti,train_5373
candidate_29938,Nasagot ang email ko ukol sa naging problema ng account.,positive,general,general,tagasenti,train_5374
candidate_5682,ok hindi ko na nkunan ng picture dhl kinuha na agd ng ank ko bumalik na sa trabaho.tingin ko ok nmn xa dhl wla nmn reklamo ank ko..slmt sa seller at sa kuya rider.,positive,general,general,tagasenti,train_5375
candidate_7427,cute and easy to handle photo not related but it is so cute very affordable for its price high quality dalawa yung binili ko tig isa kami ng boyfriend ko so far matibay naman sya mahirap lang isara sa umpisa pero maganda naman,positive,general,general,tagasenti,train_5376
candidate_30545,"Hindi ibig sabihin na walang nakakita sa aksidente ay hindi na ito nangyari, kailangan lang natin ng pruweba na hindi gawa-gawa ang kwento.",neutral,general,general,tagasenti,train_5377
candidate_14647,gandaaa! rubber pala siya. akala ko katulad sa ibang nabili ko na parang leather. pero okay lang din maganda naman. i added 1 size kasi alam kong maliit mga ganitong sandals kaya nagkasya siya sakin. thank youu,positive,general,general,tagasenti,train_5378
candidate_27019,parang gamit na sya nay sira ang box then mga remote d na naka well pack pati ang wire ng saksakan may mga sign of usage may ilang gasgas dn,negative,general,general,tagasenti,train_5379
candidate_26976,Tumulo naman ang luha ng isang mag-ina nang hindi sila payagan ng mga immigration officers na makasama sa mga ipade-deport na mga Pilipino.,negative,general,general,tagasenti,train_5380
candidate_7311,Wala kang magagawa PNoy pag mananalo man si Bongbong Marcos. Di mo hawak ang ulo ng mga botante.,neutral,general,general,tagasenti,train_5381
candidate_5886,"So Mr. Binay, you are truly innocent and careful with contracts.",positive,general,general,tagasenti,train_5382
candidate_4795,"Nagtungo na sa Brazil ang pamilya ni Jugueta para kilalanin ang posibleng bangkay ng nasawing OFW na pauwi sana ng Pilipinas. - GMANews.TV, AP",negative,general,general,tagasenti,train_5383
candidate_12185,"Puros nlang sila describe Duterte, Mar, Poe etc . nakakasawa na ? Para maiba . describe princes in one word ?",negative,general,general,tagasenti,train_5384
candidate_30766,"Honestly, hindi naman sa tinatamad akong mag-isip, gusto ko lang sana ng mas madaling paraan.",neutral,general,general,tagasenti,train_5385
candidate_19361,ambilis masira nung payong kakabili ko lang a month ago and thrice ko palang ata nagagamit sira na agad siya,negative,general,general,tagasenti,train_5386
candidate_9838,May nagsasabi na strategy na ilabas si Duterte then si Roxas.,neutral,general,general,tagasenti,train_5387
candidate_18794,i like it got my order already but the perfect super bango i love it thank you seller at ni kuya rider,positive,general,general,tagasenti,train_5388
candidate_28405,"Ibang klase ang pagiging generous mo, namimigay ka ng problema kahit hindi hinihingi.",negative,general,general,tagasenti,train_5389
candidate_6038,okay naman yung item pero sa description sabi may built in battery ang pwd icharge o mali,neutral,general,general,tagasenti,train_5390
candidate_22868,"Nitong Lunes ay kinansela ng CHED at Department of Education ang klase sa Metro Manila at mga lugar na grabeng tinamaan ng bagyong ""Ondoy.""",negative,general,general,tagasenti,train_5391
candidate_3846,Enrile to raise Mamasapano issue vs Roxas if admin uses corruption vs Binay,neutral,general,general,tagasenti,train_5392
candidate_27035,Alam natin na dadalhin ni Mar Roxas ang tuwid na daan sa magandang kinabukasan.,positive,general,general,tagasenti,train_5393
candidate_5661,"May nagsasabing pinili si Mar Roxas dahil sa bayad, hindi dahil sa disente.",neutral,general,general,tagasenti,train_5394
candidate_32737,"Hindi naman sa gusto kong umulit agad, pero swak sa panlasa ko yung ulam nila.",positive,general,general,tagasenti,train_5395
candidate_29359,Mataas ang singil ng asosasyon buwan-buwan kahit walang proyekto.,negative,general,general,tagasenti,train_5396
candidate_31554,Hindi magtatagal at mabubuko rin ang taong namamangka sa dalawang ilog.,negative,general,general,tagasenti,train_5397
candidate_33405,May meeting kmi mmya tpos uuwi n rin ako agad.,neutral,general,general,tagasenti,train_5398
candidate_34623,Naging tinik sa lalamunan niya ang nakaraang eskandalo na patuloy na bumabagabag sa karera niya.,negative,general,general,tagasenti,train_5399
candidate_3296,green ang order ko black ang dumating pero green ang box.disappointed. first time may nagkamaling order sakin from shopee.,negative,general,general,tagasenti,train_5400
candidate_3108,"""Sagot naman ni Sen Juan Miguel Zubiri, opisyal ng Lakas, hindi nila ipipilit ang sarili kung ayaw ng Kampi.""",neutral,general,general,tagasenti,train_5401
candidate_13970,nice. ok naman kaso medyo durog na yung box. sana next time may pa buble wrap na.,positive,general,general,tagasenti,train_5402
candidate_20635,"""Huli umano niyang nakita si Vagni noong Abril 16 bago sila pinaghiwalay ng ASG. Dalawang araw matapos nito, nakalaya na si Notter.""",negative,general,general,tagasenti,train_5403
candidate_19246,"Roxas at Binay, parehong maitim ang kulay, ayon sa isang komento.",neutral,general,general,tagasenti,train_5404
candidate_22059,mali po ito indi po to ang order kupoung 2 liter po ang inorder kupo pero ganian po ung pinada,neutral,general,general,tagasenti,train_5405
candidate_31096,Bato-bato sa langit ang sinabi niya kaya marami ang umiwas ng tingin.,neutral,general,general,tagasenti,train_5406
candidate_568,Bumili ako ng size small pero sobrang laki ng cups nito at hindi talaga siya para sa mga small busted. Mukha siyang katawa-tawa kapag suot.,negative,general,general,tagasenti,train_5407
candidate_7540,"Salamat kay Binay, napanood namin ang teaser ng Dance Kids!",positive,general,general,tagasenti,train_5408
candidate_30879,"Honestly, hindi naman siya pang-araw-araw na gamit, pero pwede na rin kung kailanganin.",neutral,general,general,tagasenti,train_5409
candidate_23728,ok nmn yung fan hehe tas medyo matagal lang dumating kase pre order pa pala mga 2weeks din pero ok nmn yung item. may level din ng lakas ung fan,positive,general,general,tagasenti,train_5410
candidate_7319,ok nareceved kuna po seller order kopo nadismaya lng po aq sa size kz dapat ung size nyopo ung tama talaga exam c large dapat large oh c xl dapat xl talaga po eh ang liit po c large para medium c xl parang large nakakadismaya po nga ung mga size ay di,negative,general,general,tagasenti,train_5411
candidate_16924,Hanggang ngayon ay di pa rin nareresolba ang isyu sa maling billing ng account ko.,negative,general,general,tagasenti,train_5412
candidate_32230,Hindi imposibleng hindi malusaw ang negosyo sa loob ng isang taon kung ganito ang takbo.,negative,general,general,tagasenti,train_5413
candidate_6542,Nanindigan si Estrada na walang dahilan para ipapatay niya si Dacer na kumpare umano niya. Hindi rin umano niya estilo ang magpapatay ng tao.,neutral,general,general,tagasenti,train_5414
candidate_1248,"Naitala sa census na isinagawa sa Candaba Swamp ang 12,613 water birds na",neutral,general,general,tagasenti,train_5415
candidate_26582,"May nagtanong tungkol sa MMK, at sinabing hindi napanood dahil sa pahayag ng standard bearer na walang drama.",neutral,general,general,tagasenti,train_5416
candidate_8342,Sobrang lungkot ng music CD na ito dahil 10 tracks at 23 minutes lang ang haba nito kaya hindi ko na talaga gusto at sayang lang.,negative,general,general,tagasenti,train_5417
candidate_30524,"Hindi ko alam kung bakit hindi siya sumipot kahapon, pero wala naman akong karapatang manghusga dahil hindi ko alam ang buong kwento.",neutral,general,general,tagasenti,train_5418
candidate_948,Nanginhas nalang kuno sila aron makakaon samtang naghuwat sa ilang sweldo.,negative,general,general,tagasenti,train_5419
candidate_24255,okay na sana kaso mali yung size eh yung purple okay yung size etong white 40 41 din size n binili ko kaso 38 39 lng pinadala,neutral,general,general,tagasenti,train_5420
candidate_9523,"Sa Sitio Romahan nagtukod sa ilang mga pinuy-anan ang mga apektadong residente, human gub-a sa mga higanteng bawod ang ilang mga balay niadtong mi-aging semana.",positive,general,general,tagasenti,train_5421
candidate_33502,Naalala ko ang password ng account ko matapos ang dalawang maling subok.,positive,general,general,tagasenti,train_5422
candidate_25484,Napapanood ko ang political ad ni Binay sa tv. Sige lang.,neutral,general,general,tagasenti,train_5423
candidate_24516,"Can someone tell me all the reasons on why do you keep on saying that if Mar Roxas will win, there is an unfair election happened? Don't me ?",neutral,general,general,tagasenti,train_5424
candidate_21193,Ginawa ang pagkumpuni sa Kamara at Senado bago ang pagbubukas ng sesyon ng Kongreso nitong Lunes.,neutral,general,general,tagasenti,train_5425
candidate_1870,maka dismaya naman seller naka buy one take one ang order ko isang onesie lang ang dumating maganda pa naman ang tela,negative,general,general,tagasenti,train_5426
candidate_13110,maganda ang quality perfect sana kung complete strap,neutral,general,general,tagasenti,train_5427
candidate_23806,salamat po sa mabilis na pagdeliver at maayos na pagbalot ng item tama po yung size at color na pinadala thanks po highly recommended,positive,general,general,tagasenti,train_5428
candidate_3181,Sayang lang pera sa movie na ito kasi sobrang nakakabagot at walang malinaw na direksyon ang plot nito kaya isa nanaman itong walang kwentang flop.,negative,general,general,tagasenti,train_5429
candidate_30048,Tumigil ang ambon kaya hindi na kailangan ng payong.,positive,general,general,tagasenti,train_5430
candidate_18627,ayos sumusulat naman berigud mabilis dumating saka sumusulat naman siya ng maayos sa yellow paper goods goods!,positive,general,general,tagasenti,train_5431
candidate_7538,Umalis ang van papunta sa susunod na bayan.,neutral,general,general,tagasenti,train_5432
candidate_34256,"Hindi siya masyadong matapang magsalita, pero hindi rin naman siya nagpapatalo sa debate.",neutral,general,general,tagasenti,train_5433
candidate_5946,"""""If there's going to be a cap on text costs that would be okay with me,"" pahayag ng Barzaga sa panayam ng media.""",neutral,general,general,tagasenti,train_5434
candidate_16120,Nakaka-frustrate dahil naghintay ako ng matagal tapos nakaka-disappoint pa ang emotional side ng buong story sa librong ito kaya naubos ang oras at interest ko.,negative,general,general,tagasenti,train_5435
candidate_18847,Sinabi ni Reyes na ilan sa mga dinakip ng pulis ay nahuli sa akto na nakasuot ng damit pambabae at nakasuot din ng wig.,negative,general,general,tagasenti,train_5436
candidate_13283,Tapos na sana trabaho kung hindi lang nag-down yung system.,negative,general,general,tagasenti,train_5437
candidate_32358,Buti pa unan mo malambot samantalang yung puso mo kasing tigas ng bato.,negative,general,general,tagasenti,train_5438
candidate_9744,"good quality but super tagal ng delivery! halos 3 weeks bago ma deliver and worst thing, unresponsive ang seller! kahit na ichat, no reaction at all. i will not recommend this kind of seller!!! as a seller you should know your responsibility and should be responsive sa mga concerns",negative,general,general,tagasenti,train_5439
candidate_7469,Kinumpirma rin ni Papin ang dinaranas na depresyon ni Reyes mula nang hindi na maging aktibo sa showbiz.,negative,general,general,tagasenti,train_5440
candidate_25570,maganda naman at maayus naman lahat kaso yung conditioner parang fake pero ok lang worth naman sa price lahat thanks seller,neutral,general,general,tagasenti,train_5441
candidate_2337,"Mar Roxas' son, Paolo now stumping for his Dad here in Digos City, Davao del Sur",neutral,general,general,tagasenti,train_5442
candidate_16591,hindi po sya rechargeable. madali masira. di man lang umabot ng 1week periodt!,negative,general,general,tagasenti,train_5443
candidate_27010,Hindi gumagana sa cuticles! Akala ko makakakuha ako ng magandang clippers pero hindi ito yun. Okay lang sa kuko pero hindi umubra para sa balat.,negative,general,general,tagasenti,train_5444
candidate_5411,Yng kalahati maliit na size na at ang iba sira ang tape panget naman tapos mahal pa,negative,general,general,tagasenti,train_5445
candidate_1358,hindi gaanong nag strait and umiinit sayang pera,negative,general,general,tagasenti,train_5446
candidate_17896,"it's not long lasting, 30 minutes siguro wala na or 20?? second, di sya amoy cloud, may nabili akong 100 pesos na oil based din sa bangketa lang and mas maganda pa yon, 24 hours mabango",negative,general,general,tagasenti,train_5447
candidate_13442,received oks naman siya kaso lang hindi maayos packaging,neutral,general,general,tagasenti,train_5448
candidate_13212,Noong Miyerkules binago ang oras ng flag ceremony.,neutral,general,general,tagasenti,train_5449
candidate_69,May komento tungkol kay Mar at kay Abby Binay.,neutral,general,general,tagasenti,train_5450
candidate_23640,"Ahhh so people would still choose Mar and Binay over MDS, at marami ang nagtatanong kung bakit.",neutral,general,general,tagasenti,train_5451
candidate_2405,kumpleto lahat ng orders quality sya kahit mura lang oorder ako nito ulit kasi gamiting gamitin ng baby ko thank you seller,positive,general,general,tagasenti,train_5452
candidate_31069,Buwan na ang lumipas at patuloy pa rin siyang nagbibilang ng poste.,neutral,general,general,tagasenti,train_5453
candidate_4386,"May paniniwala na kung manalo si Mar Roxas, may epekto sa ekonomiya.",neutral,general,general,tagasenti,train_5454
candidate_33409,Pwede nmn cgurong bukas n lng ntin gawin ung project.,neutral,general,general,tagasenti,train_5455
candidate_19363,"Bukod sa C-5 road project, binanggit ni Lacson ang dobleng alokasyon din umano ng tig-P50-milyon budget sa """"isang tulay"""" na ang pangalan ay """"Aguinado bridge.""""",negative,general,general,tagasenti,train_5456
candidate_27559,Sino pa ang maghahanap ng ibang pasyalan kung dito pa lang ay wala nang kulang?,positive,general,general,tagasenti,train_5457
candidate_31862,Sadyang balat-kalabaw ang mga awtoridad na patuloy na binabalewala ang mga nakasulat na batas.,negative,general,general,tagasenti,train_5458
candidate_20159,idk hindi naman 10meters yung roll e umay,negative,general,general,tagasenti,train_5459
candidate_34169,"Hindi porket late akong nag-reply, ibig sabihin hindi ko binasa ang mensahe mo.",neutral,general,general,tagasenti,train_5460
candidate_7623,"Kapag naka-max volume ay basag ang tunog ng speaker, pero maganda naman ang design niya sa table.",neutral,general,general,tagasenti,train_5461
candidate_17731,maayoss maganda guys bili na kayoo para no regrets haha,positive,general,general,tagasenti,train_5462
candidate_6463,mukang magtatagal naman yung white maganda yung black lang hindi mapindot hah sana chineck muna o inopen ipadala,neutral,general,general,tagasenti,train_5463
candidate_3394,Nakaka-disappoint ang unan dahil hindi komportable at hiwalay ang gitna nito na parang dalawang unan na pinagsama imbes na iisang body pillow lang.,negative,general,general,tagasenti,train_5464
candidate_20708,MANILA - Niratipikahan nitong Biyernes ng Senado at Kamara de Representantes ang P1.540 trilyong panukalang budget ng pamahalaan para sa susunod na taon.,neutral,general,general,tagasenti,train_5465
candidate_22502,mganda ung shoes mlambot mbilis din dumting sakto din ang size thnk u,positive,general,general,tagasenti,train_5466
candidate_23709,"""Ayon kina Raffy Ledesma, public affairs officer ng Petron at Bobby Kanapi, tagapagsalita ng Shell, P1.50 bawat kilo ang ibabawas sa presyo ng LPG.""",positive,general,general,tagasenti,train_5467
candidate_28634,"Grabe ang confidence mong kumanta, buti na lang hindi nabasag ang mga salamin namin sa ingay.",negative,general,general,tagasenti,train_5468
candidate_17201,"Binili ko itong wood DVD as a gift sa anak ko na fan ng mga sikat na bida dito, kaya excellent talaga ang viewing quality nito.",positive,general,general,tagasenti,train_5469
candidate_3761,"Magandang product ang K&N, matipid sa katagalan at grabe ang protection sa dirt lalo na sa maalikabok na lugar kaya get the best air filter.",positive,general,general,tagasenti,train_5470
candidate_34473,Laging isinisisi sa itim na tupa ng kumpanya ang mga pagkalugi kahit hindi naman siya ang may pakagagawan.,negative,general,general,tagasenti,train_5471
candidate_17138,thank you seller and rider sana tumagal at malinaw ang sounds,positive,general,general,tagasenti,train_5472
candidate_28583,"Buti pa ang multo nagpaparamdam kapag gabi, ikaw nagpaparamdam lang kapag may kailangan kang malaking pabor sa amin.",negative,general,general,tagasenti,train_5473
candidate_33601,Nakagawa kami ng bagong produkto na mabenta sa merkado.,positive,general,general,tagasenti,train_5474
candidate_19721,Isang pagbanggit ng linyang 'nognog pandak laki sa hirap' at bulong ng 'only binay'.,neutral,general,general,tagasenti,train_5475
candidate_20095,"Kahanga-hanga ang iyong pagiging observant, napansin mo agad na nakaluwag-luwag ako kaya bigla kang nag-message na miss mo na ako.",negative,general,general,tagasenti,train_5476
candidate_27350,super nice saktong saka sa baby ko. thank you so much seller!,positive,general,general,tagasenti,train_5477
candidate_16378,A commenter said they didn't have to watch Binay's speech to know the truth about him.,neutral,general,general,tagasenti,train_5478
candidate_12969,Nakaka-disappoint dahil hindi man lang instructional ang video na ito at marunong nga siyang tumugtog pero hindi naman siya marunong o ayaw niya lang magturo.,negative,general,general,tagasenti,train_5479
candidate_12614,super ganda.....lablotsss...seller....napaka ganda po at napaka mura.....uulit pa talaga ako...promise....,positive,general,general,tagasenti,train_5480
candidate_5903,Sobrang handy at maganda ang quality nito kaya masasabi kong hindi mo talaga matatalo ang presyo nito para sa ganitong kagandang produkto.,positive,general,general,tagasenti,train_5481
candidate_4580,"Kahit mabilis matuyo ang pintura na nabili ko sa lata, maganda naman ang kulay pagkapahid sa pader.",neutral,general,general,tagasenti,train_5482
candidate_19220,"Maganda tren pag di rush hour, pero di ka makagalaw pag uwian.",negative,general,general,tagasenti,train_5483
candidate_25747,thank you shopee and seller ang ganda ng mga items dumating in good condition ang dami ko na na order sa inyo good quality at subrang affordable pa kaya thank you thank,positive,general,general,tagasenti,train_5484
candidate_17358,"May nagsasabi na oo na si Binay ang nognog, at hindi sila naiinggit.",neutral,general,general,tagasenti,train_5485
candidate_11047,"Sa kabila ng paglaya ng 17 Pinoy seamen, umaabot pa sa 91 tripulanteng Filipino ang bihag ng mga pirata.",negative,general,general,tagasenti,train_5486
candidate_19030,": ""ANO ANG PAGKAKAIBA? Mar: Pilit Nagpapaliwanag; Binay: Ayaw Magpaliwanag; Poe: Hindi Makapagpaliwanag; Miriam Santiago; Sana…",neutral,general,general,tagasenti,train_5487
candidate_13172,"Gayunman, naglaan na umano ang lokal na pamahalaan ng mga gamot at tiniyak na walang banta ng dengue sa lugar.",positive,general,general,tagasenti,train_5488
candidate_14839,Karamihan sa fans ni Duterte hindi botante? tapos lahat naman ng fans ni Roxas puro botante hmmmm.,negative,general,general,tagasenti,train_5489
candidate_28251,"Ang community outbreak ay paglaganap ng sakit sa isang komunidad tulad ng barangay , bayan o lungsod.",neutral,general,general,tagasenti,train_5490
candidate_22620,second time ordering super ganda ng quality good for the gift this xmas thank you seller and sa ridertama ang mga color and ilang pieces super worth it for the price,positive,general,general,tagasenti,train_5491
candidate_34929,Great educator,positive,performance,peer,client,train_5492
candidate_2591,no protection at all no bubblewrap just all the items packed in a black plastic bag,negative,general,general,tagasenti,train_5493
candidate_23125,Wala namang nakikitang foul play ang pulisya sa pagpapakamatay ni Sales na gumamit ng seat belt sa pagbigti.,negative,general,general,tagasenti,train_5494
candidate_4462,Hindi sana ako sumabay sa uso.,negative,general,general,tagasenti,train_5495
candidate_25307,working hindi nka bubble wrap bukas at sira ung box working nman ewan ko lang if nag chacharge,neutral,general,general,tagasenti,train_5496
candidate_34689,Isang senyales ng tunay na paghihirap ang pagiging makapal ang palad ng karamihan sa mga mangingisda.,neutral,general,general,tagasenti,train_5497
candidate_26766,ang ganda ng product sulit tnx po seller,positive,general,general,tagasenti,train_5498
candidate_7843,bakit si Mar? :( mas tanggap ko kung si Grace Poe eh,negative,general,general,tagasenti,train_5499
candidate_31988,Sa pagputi ng uwak pa matatapos ang malaking proyektong ito kung palagi tayong magpapahinga nang matagal.,negative,general,general,tagasenti,train_5500
candidate_22182,Tiniyak din ni Bacani na hindi titigil ang simbahang katoliko hanggang hindi nakakamit ng mga magsasaka ang hustisya na magkaroon ng sariling lupa na masasaka.,positive,general,general,tagasenti,train_5501
candidate_13159,no data expiry the seal has been tampered with already but the scratch card which has the pin and puk are still intact.. halatang luma na yung simcard on how the package looks like..,positive,general,general,tagasenti,train_5502
candidate_17862,"mabilis dumating ang package. maayos nman ang packaging, nka bubblewrap. gumagana naman yung lights nya. magaan yung stand compare sa una naming ringlight. disappointing lang yung size ng stand kasi 210cm order ko tas dumaring ay wla pang 180cm. rate as 3 star lng",positive,general,general,tagasenti,train_5503
candidate_9481,"Sa kabila nito, iginiit nina Datumanong at Dimaporo na dapat ipagpatuloy pa rin ng pamahalaan at MILF ang negosasyon sa paghahanap ng kapayapaan sa Mindanao.",positive,general,general,tagasenti,train_5504
candidate_23744,"*naga play yung song ni Binay* Kuya James: Ano ba 'yan, maka LSS.. ?",neutral,general,general,tagasenti,train_5505
candidate_24739,di ko naman po narecieve pero nag kusang order receive sya panget,negative,general,general,tagasenti,train_5506
candidate_16280,MANILA - Hiniling ng Department of Justice na alisin na sa listahan ng mga akusado sa,neutral,general,general,tagasenti,train_5507
candidate_21914,we order black maam sir why you deliver pink pero no choice dito na buti ok naman sya kaya lang yupi,negative,general,general,tagasenti,train_5508
candidate_10977,"Si Roxas ay pangalawa, malapit kay Duterte, may pag-asa na humabol ayon sa ilan.",neutral,general,general,tagasenti,train_5509
candidate_12828,"bec of the hype in tiktok, went there with friends. waited in line for 1hr and a half. staffs are masungit, food choices are few , not worth the wait.",negative,general,general,tagasenti,train_5510
candidate_5593,Mar Roxas 5k mo malaking tulong sa anim na taon.,positive,general,general,tagasenti,train_5511
