Feedback_ID,Student_ID,Faculty_ID,Subject_ID,Teaching,Communication,Practical,Notes,Interaction,Overall,Comment,Sentiment,Date
4875,ST0708,F012,SUB021,5,5,4,5,5,5,Concepts explained clearly.,Positive,2025-09-03
3304,ST0912,F033,SUB003,5,4,4,5,4,4,Concepts explained clearly.,Positive,2025-02-21
2441,ST0455,F037,SUB013,4,4,4,4,4,4,Concepts explained clearly.,Positive,2025-09-25
3767,ST0925,F035,SUB011,5,5,5,4,5,5,Concepts explained clearly.,Positive,2025-04-04
2433,ST0299,F032,SUB013,5,5,5,5,4,5,Concepts explained clearly.,Positive,2025-12-09
980,ST0728,F029,SUB009,5,5,4,4,5,5,Concepts explained clearly.,Positive,2025-05-18
2425,ST0538,F038,SUB029,5,4,5,5,4,5,Concepts explained clearly.,Positive,2025-09-19
985,ST0289,F023,SUB012,5,5,4,4,5,4,Concepts explained clearly.,Positive,2025-10-07
4342,ST0181,F015,SUB016,5,5,4,4,4,4,Concepts explained clearly.,Positive,2025-12-01
1137,ST0400,F036,SUB029,5,5,5,4,5,5,Concepts explained clearly.,Positive,2025-09-28
2198,ST0262,F034,SUB014,5,5,4,4,4,5,Concepts explained clearly.,Positive,2025-01-30
3223,ST0893,F032,SUB026,4,5,4,4,4,5,Concepts explained clearly.,Positive,2025-09-28
3208,ST0378,F027,SUB018,4,4,4,5,5,5,Concepts explained clearly.,Positive,2025-05-22
3771,ST0876,F034,SUB025,5,5,5,4,5,4,Concepts explained clearly.,Positive,2025-12-31
2265,ST0402,F022,SUB009,4,5,5,5,4,4,Concepts explained clearly.,Positive,2025-05-27
2193,ST0558,F020,SUB026,4,4,5,4,5,5,Concepts explained clearly.,Positive,2025-08-01
2473,ST0730,F040,SUB004,4,4,5,4,4,5,Concepts explained clearly.,Positive,2025-09-24
3708,ST0049,F009,SUB008,5,5,4,5,5,4,Concepts explained clearly.,Positive,2025-04-14
4510,ST0173,F026,SUB006,4,4,5,4,4,4,Concepts explained clearly.,Positive,2025-04-25
4738,ST0389,F005,SUB004,5,5,4,5,5,5,Concepts explained clearly.,Positive,2025-05-15
4551,ST0168,F036,SUB011,5,5,5,4,5,5,Concepts explained clearly.,Positive,2025-09-13
3205,ST0904,F015,SUB025,5,5,5,4,4,5,Concepts explained clearly.,Positive,2025-09-21
4327,ST0529,F032,SUB026,4,4,5,5,4,5,Concepts explained clearly.,Positive,2025-10-06
4739,ST0162,F006,SUB024,5,4,4,5,4,4,Concepts explained clearly.,Positive,2025-06-09
2459,ST0465,F021,SUB014,5,5,5,4,4,4,Concepts explained clearly.,Positive,2025-06-23
958,ST0884,F016,SUB028,5,4,4,5,4,5,Concepts explained clearly.,Positive,2025-03-09
2987,ST0695,F026,SUB019,2,1,2,1,1,2,Concepts not explained clearly.,Negative,2025-03-18
4390,ST0134,F012,SUB023,1,1,1,1,1,2,Concepts not explained clearly.,Negative,2025-12-14
2948,ST0891,F023,SUB028,1,2,2,1,2,2,Concepts not explained clearly.,Negative,2025-04-01
4400,ST0084,F017,SUB025,1,1,1,1,2,1,Concepts not explained clearly.,Negative,2025-12-31
4389,ST0670,F029,SUB026,2,1,2,1,2,1,Concepts not explained clearly.,Negative,2025-12-11
2954,ST0698,F006,SUB028,1,2,1,1,1,2,Concepts not explained clearly.,Negative,2025-05-07
4173,ST0571,F023,SUB015,2,1,1,1,1,2,Concepts not explained clearly.,Negative,2025-12-04
2188,ST0817,F032,SUB021,2,2,2,2,2,1,Concepts not explained clearly.,Negative,2025-12-15
2982,ST0554,F017,SUB001,2,2,2,2,2,1,Concepts not explained clearly.,Negative,2025-01-07
4376,ST0336,F012,SUB012,1,2,2,1,1,2,Concepts not explained clearly.,Negative,2025-10-31
4391,ST0963,F014,SUB027,2,2,1,2,1,1,Concepts not explained clearly.,Negative,2025-11-29
1619,ST0371,F002,SUB012,1,1,2,1,1,1,Concepts not explained clearly.,Negative,2025-04-20
4667,ST0680,F029,SUB017,2,2,2,1,1,1,Concepts not explained clearly.,Negative,2025-10-18
3337,ST0713,F033,SUB009,1,2,2,2,1,2,Concepts not explained clearly.,Negative,2025-06-29
3545,ST0198,F038,SUB019,1,1,1,2,2,2,Concepts not explained clearly.,Negative,2025-12-23
2165,ST0539,F035,SUB012,1,1,2,1,2,2,Concepts not explained clearly.,Negative,2025-02-16
354,ST0451,F030,SUB018,1,1,1,2,1,1,Concepts not explained clearly.,Negative,2025-11-14
4349,ST0615,F015,SUB015,2,2,1,2,2,2,Concepts not explained clearly.,Negative,2025-07-28
1660,ST0374,F015,SUB002,2,1,2,2,1,1,Concepts not explained clearly.,Negative,2025-08-06
140,ST0126,F030,SUB026,2,2,2,1,1,2,Concepts not explained clearly.,Negative,2025-11-13
4959,ST0267,F021,SUB002,1,2,2,2,1,2,Concepts not explained clearly.,Negative,2025-08-06
1813,ST0060,F007,SUB004,2,2,1,1,1,1,Concepts not explained clearly.,Negative,2025-07-11
3206,ST0419,F022,SUB017,1,1,2,2,2,1,Concepts not explained clearly.,Negative,2025-05-04
2006,ST0866,F005,SUB010,2,2,1,1,1,1,Concepts not explained clearly.,Negative,2025-07-02
4463,ST0288,F031,SUB003,2,1,2,2,2,2,Concepts not explained clearly.,Negative,2025-05-24
4615,ST0553,F035,SUB029,1,1,2,2,2,1,Concepts not explained clearly.,Negative,2025-07-04
3379,ST0798,F021,SUB010,1,1,2,1,1,2,Concepts not explained clearly.,Negative,2025-09-17
2466,ST0002,F011,SUB001,1,2,1,1,1,1,Concepts not explained clearly.,Negative,2025-01-22
3129,ST0808,F035,SUB002,1,2,2,2,1,1,Concepts not explained clearly.,Negative,2025-07-22
3132,ST0229,F014,SUB020,2,2,1,1,1,1,Concepts not explained clearly.,Negative,2025-08-06
4084,ST0487,F019,SUB001,2,1,2,1,1,1,Concepts not explained clearly.,Negative,2025-06-11
3136,ST0227,F003,SUB020,1,2,2,1,1,2,Concepts not explained clearly.,Negative,2025-01-16
4097,ST0476,F005,SUB024,1,1,1,1,2,1,Concepts not explained clearly.,Negative,2025-06-08
1957,ST0044,F019,SUB026,2,2,2,2,1,1,Concepts not explained clearly.,Negative,2025-08-22
2505,ST0712,F013,SUB007,1,2,1,2,1,1,Concepts not explained clearly.,Negative,2025-09-10
1928,ST0372,F010,SUB014,1,2,1,2,1,2,Concepts not explained clearly.,Negative,2025-11-02
3408,ST0048,F005,SUB030,1,2,2,2,1,2,Concepts not explained clearly.,Negative,2025-07-30
2586,ST0086,F005,SUB016,1,2,2,1,2,1,Concepts not explained clearly.,Negative,2025-01-30
2583,ST0917,F024,SUB007,2,1,1,2,2,2,Concepts not explained clearly.,Negative,2025-06-30
2577,ST0384,F009,SUB003,1,1,1,2,1,1,Concepts not explained clearly.,Negative,2025-01-30
2538,ST0756,F022,SUB021,2,1,2,2,2,1,Concepts not explained clearly.,Negative,2025-04-09
4480,ST0776,F030,SUB002,2,2,1,1,2,1,Concepts not explained clearly.,Negative,2025-04-23
2558,ST0205,F018,SUB006,1,2,2,1,1,1,Concepts not explained clearly.,Negative,2025-03-12
4499,ST0206,F029,SUB022,1,1,2,1,1,1,Concepts not explained clearly.,Negative,2025-10-15
4564,ST0717,F026,SUB007,1,2,1,1,2,1,Concepts not explained clearly.,Negative,2025-04-01
2408,ST0577,F019,SUB001,2,2,2,2,1,1,Concepts not explained clearly.,Negative,2025-09-04
3480,ST0859,F016,SUB025,2,1,1,2,2,1,Concepts not explained clearly.,Negative,2025-06-24
2283,ST0910,F003,SUB019,2,1,2,1,2,2,Concepts not explained clearly.,Negative,2025-03-08
234,ST0065,F029,SUB010,1,2,2,1,1,1,Concepts not explained clearly.,Negative,2025-09-12
4649,ST0855,F028,SUB024,1,2,2,2,2,1,Concepts not explained clearly.,Negative,2025-01-06
2320,ST0874,F004,SUB030,1,2,2,1,1,1,Concepts not explained clearly.,Negative,2025-03-22
2328,ST0623,F032,SUB019,1,2,1,1,2,2,Concepts not explained clearly.,Negative,2025-07-10
2839,ST0615,F002,SUB014,1,2,2,2,1,1,Concepts not explained clearly.,Negative,2025-04-19
3260,ST0507,F040,SUB030,2,1,2,2,2,1,Concepts not explained clearly.,Negative,2025-06-17
2338,ST0948,F004,SUB015,2,1,2,2,2,1,Concepts not explained clearly.,Negative,2025-12-23
2342,ST0379,F005,SUB023,1,2,2,2,2,2,Concepts not explained clearly.,Negative,2025-09-27
2814,ST0442,F010,SUB028,1,2,2,1,1,2,Concepts not explained clearly.,Negative,2025-04-18
3490,ST0386,F018,SUB013,1,2,2,2,1,1,Concepts not explained clearly.,Negative,2025-01-10
2038,ST0529,F037,SUB029,2,2,1,2,2,2,Concepts not explained clearly.,Negative,2025-02-28
3089,ST0517,F012,SUB004,1,2,2,1,2,2,Concepts not explained clearly.,Negative,2025-12-02
2067,ST0165,F019,SUB008,1,1,1,1,1,2,Concepts not explained clearly.,Negative,2025-07-07
2359,ST0629,F001,SUB016,1,1,2,2,1,1,Concepts not explained clearly.,Negative,2025-02-02
2360,ST0764,F027,SUB030,1,2,2,1,1,2,Concepts not explained clearly.,Negative,2025-01-02
4312,ST0014,F032,SUB005,1,1,1,2,1,1,Concepts not explained clearly.,Negative,2025-07-29
2046,ST0359,F020,SUB005,2,1,2,1,2,2,Concepts not explained clearly.,Negative,2025-05-02
2378,ST0476,F020,SUB023,1,1,2,2,2,1,Concepts not explained clearly.,Negative,2025-01-13
3486,ST0609,F033,SUB002,2,2,2,2,1,2,Concepts not explained clearly.,Negative,2025-09-20
1752,ST0885,F010,SUB006,2,2,2,2,2,2,Concepts not explained clearly.,Negative,2025-11-05
1753,ST0849,F029,SUB019,2,1,2,2,1,1,Concepts not explained clearly.,Negative,2025-06-27
4121,ST0816,F040,SUB022,2,2,2,1,1,1,Concepts not explained clearly.,Negative,2025-03-09
317,ST0428,F004,SUB030,2,1,1,1,2,1,Concepts not explained clearly.,Negative,2025-11-14
4641,ST0988,F020,SUB014,2,2,2,1,2,2,Concepts not explained clearly.,Negative,2025-04-17
4577,ST0866,F020,SUB028,2,1,2,1,1,1,Concepts not explained clearly.,Negative,2025-09-28
1500,ST0859,F036,SUB024,2,2,2,1,2,1,Concepts not explained clearly.,Negative,2025-02-25
1409,ST0639,F006,SUB005,1,1,1,1,1,2,Concepts not explained clearly.,Negative,2025-04-06
729,ST0515,F006,SUB001,2,1,1,1,1,2,Concepts not explained clearly.,Negative,2025-01-10
3852,ST0747,F001,SUB022,2,2,2,1,1,1,Concepts not explained clearly.,Negative,2025-06-07
4830,ST0437,F014,SUB009,2,2,2,1,1,2,Concepts not explained clearly.,Negative,2025-05-14
1182,ST0186,F034,SUB006,1,2,1,1,1,2,Concepts not explained clearly.,Negative,2025-09-01
710,ST0366,F001,SUB021,2,1,1,1,1,2,Concepts not explained clearly.,Negative,2025-11-09
3904,ST0182,F029,SUB007,1,2,1,1,1,2,Concepts not explained clearly.,Negative,2025-04-01
4200,ST0333,F035,SUB004,2,2,1,2,2,1,Concepts not explained clearly.,Negative,2025-03-26
4870,ST0635,F025,SUB001,1,2,2,1,2,1,Concepts not explained clearly.,Negative,2025-10-16
4767,ST0068,F034,SUB021,2,2,2,1,1,2,Concepts not explained clearly.,Negative,2025-09-29
3693,ST0211,F028,SUB007,1,2,2,2,1,1,Concepts not explained clearly.,Negative,2025-03-16
419,ST0675,F030,SUB003,1,2,2,1,2,2,Concepts not explained clearly.,Negative,2025-12-04
694,ST0767,F031,SUB017,1,2,1,1,2,1,Concepts not explained clearly.,Negative,2025-03-22
996,ST0516,F032,SUB014,2,1,2,2,1,1,Concepts not explained clearly.,Negative,2025-11-21
994,ST0634,F012,SUB009,2,1,2,2,1,2,Concepts not explained clearly.,Negative,2025-04-04
989,ST0562,F021,SUB015,2,1,1,2,1,2,Concepts not explained clearly.,Negative,2025-07-18
595,ST0850,F010,SUB027,1,1,1,2,1,2,Concepts not explained clearly.,Negative,2025-08-29
1526,ST0529,F003,SUB026,2,2,1,2,1,1,Concepts not explained clearly.,Negative,2025-02-15
3796,ST0492,F014,SUB027,1,2,2,1,2,2,Concepts not explained clearly.,Negative,2025-05-22
1012,ST0447,F011,SUB017,1,1,2,1,2,2,Concepts not explained clearly.,Negative,2025-11-17
1017,ST0413,F040,SUB018,1,2,1,1,1,1,Concepts not explained clearly.,Negative,2025-09-09
815,ST0648,F032,SUB008,2,2,2,1,2,2,Concepts not explained clearly.,Negative,2025-05-03
1482,ST0062,F015,SUB020,2,2,2,2,1,2,Concepts not explained clearly.,Negative,2025-04-30
3735,ST0387,F038,SUB006,1,1,1,1,2,2,Concepts not explained clearly.,Negative,2025-09-14
483,ST0387,F031,SUB014,2,2,2,1,2,2,Concepts not explained clearly.,Negative,2025-05-16
1493,ST0258,F007,SUB027,1,1,1,2,2,2,Concepts not explained clearly.,Negative,2025-09-07
3573,ST0939,F021,SUB030,1,2,2,1,2,1,Concepts not explained clearly.,Negative,2025-09-04
1129,ST0121,F026,SUB029,2,2,1,1,2,2,Concepts not explained clearly.,Negative,2025-10-25
4229,ST0645,F036,SUB019,1,1,2,1,1,1,Concepts not explained clearly.,Negative,2025-09-20
3739,ST0881,F021,SUB020,2,2,2,1,1,2,Concepts not explained clearly.,Negative,2025-12-09
765,ST0931,F027,SUB005,2,2,1,2,1,2,Concepts not explained clearly.,Negative,2025-07-05
396,ST0194,F026,SUB004,2,2,1,1,1,1,Concepts not explained clearly.,Negative,2025-05-08
1034,ST0379,F007,SUB007,1,1,1,1,2,1,Concepts not explained clearly.,Negative,2025-05-20
754,ST0212,F016,SUB029,2,2,1,1,1,1,Concepts not explained clearly.,Negative,2025-02-13
3570,ST0663,F012,SUB010,1,1,1,1,2,2,Concepts not explained clearly.,Negative,2025-01-24
3747,ST0096,F029,SUB006,1,1,2,1,2,2,Concepts not explained clearly.,Negative,2025-11-02
579,ST0417,F012,SUB027,1,1,1,1,2,2,Concepts not explained clearly.,Negative,2025-05-01
3639,ST0015,F024,SUB030,1,2,1,2,2,1,Concepts not explained clearly.,Negative,2025-06-07
1541,ST0043,F012,SUB024,2,1,1,2,2,2,Concepts not explained clearly.,Negative,2025-06-20
3615,ST0053,F011,SUB012,1,1,2,1,1,2,Concepts not explained clearly.,Negative,2025-06-28
3964,ST0962,F031,SUB029,1,1,1,2,1,2,Concepts not explained clearly.,Negative,2025-09-17
1275,ST0658,F032,SUB022,2,2,2,2,2,1,Concepts not explained clearly.,Negative,2025-06-07
3919,ST0094,F015,SUB013,1,1,1,1,1,1,Concepts not explained clearly.,Negative,2025-08-10
3772,ST0913,F006,SUB005,1,1,1,1,2,2,Concepts not explained clearly.,Negative,2025-08-30
4196,ST0872,F035,SUB003,2,2,2,2,2,1,Concepts not explained clearly.,Negative,2025-05-28
3987,ST0609,F009,SUB022,1,1,1,2,1,1,Concepts not explained clearly.,Negative,2025-07-08
3661,ST0617,F010,SUB003,2,2,2,1,1,2,Concepts not explained clearly.,Negative,2025-09-08
1247,ST0465,F012,SUB004,2,2,1,2,1,1,Concepts not explained clearly.,Negative,2025-10-13
3664,ST0938,F028,SUB026,2,1,1,1,2,1,Concepts not explained clearly.,Negative,2025-01-14
621,ST0425,F016,SUB019,1,2,1,1,1,2,Concepts not explained clearly.,Negative,2025-03-25
3654,ST0544,F004,SUB016,1,2,1,1,2,2,Concepts not explained clearly.,Negative,2025-05-16
3669,ST0225,F035,SUB014,1,2,1,2,1,1,Concepts not explained clearly.,Negative,2025-07-17
4897,ST0002,F017,SUB009,2,2,1,1,2,1,Concepts not explained clearly.,Negative,2025-10-24
411,ST0390,F029,SUB025,2,1,1,2,1,1,Concepts not explained clearly.,Negative,2025-07-31
3792,ST0937,F007,SUB011,1,2,2,2,1,1,Concepts not explained clearly.,Negative,2025-03-22
982,ST0876,F039,SUB012,2,2,1,2,2,1,Concepts not explained clearly.,Negative,2025-03-23
520,ST0736,F023,SUB005,1,2,1,2,1,1,Concepts not explained clearly.,Negative,2025-05-15
3765,ST0087,F015,SUB009,2,1,1,1,2,2,Concepts not explained clearly.,Negative,2025-11-02
2469,ST0965,F033,SUB021,5,4,4,4,4,5,Excellent teaching and explanation.,Positive,2025-07-30
500,ST0100,F034,SUB007,5,4,5,4,4,5,Excellent teaching and explanation.,Positive,2025-09-09
2280,ST0248,F009,SUB014,5,4,5,5,4,4,Excellent teaching and explanation.,Positive,2025-05-31
4337,ST0433,F038,SUB001,4,4,5,5,4,4,Excellent teaching and explanation.,Positive,2025-01-23
166,ST0679,F028,SUB019,5,5,4,5,4,5,Excellent teaching and explanation.,Positive,2025-04-14
960,ST0476,F006,SUB010,4,4,5,5,5,4,Excellent teaching and explanation.,Positive,2025-12-22
3777,ST0673,F031,SUB015,5,4,5,4,5,5,Excellent teaching and explanation.,Positive,2025-06-18
3282,ST0008,F039,SUB016,4,5,4,4,4,5,Excellent teaching and explanation.,Positive,2025-03-06
4506,ST0294,F029,SUB003,4,5,4,4,5,5,Excellent teaching and explanation.,Positive,2025-11-07
3729,ST0963,F005,SUB030,4,5,4,5,5,5,Excellent teaching and explanation.,Positive,2025-08-26
2457,ST0880,F008,SUB012,5,4,4,5,5,5,Excellent teaching and explanation.,Positive,2025-04-19
4076,ST0006,F021,SUB024,5,4,4,4,4,5,Excellent teaching and explanation.,Positive,2025-01-12
1048,ST0313,F011,SUB018,5,5,5,5,4,5,Excellent teaching and explanation.,Positive,2025-08-20
2274,ST0378,F034,SUB026,4,5,4,5,4,5,Excellent teaching and explanation.,Positive,2025-01-07
3970,ST0890,F012,SUB019,5,4,4,5,4,5,Excellent teaching and explanation.,Positive,2025-02-15
4954,ST0421,F006,SUB013,4,4,5,4,4,4,Excellent teaching and explanation.,Positive,2025-11-10
1054,ST0372,F031,SUB003,4,5,5,5,4,4,Excellent teaching and explanation.,Positive,2025-12-10
1561,ST0110,F010,SUB005,4,4,5,5,5,5,Excellent teaching and explanation.,Positive,2025-01-17
127,ST0220,F035,SUB014,5,4,4,4,5,5,Excellent teaching and explanation.,Positive,2025-12-30
1083,ST0901,F030,SUB005,5,5,4,5,4,4,Excellent teaching and explanation.,Positive,2025-01-15
1073,ST0886,F015,SUB030,4,4,5,4,5,4,Excellent teaching and explanation.,Positive,2025-12-11
3271,ST0314,F027,SUB012,4,4,4,5,5,4,Excellent teaching and explanation.,Positive,2025-08-14
3270,ST0216,F016,SUB021,4,4,5,4,4,5,Excellent teaching and explanation.,Positive,2025-02-23
1075,ST0626,F028,SUB030,5,4,4,4,4,4,Excellent teaching and explanation.,Positive,2025-09-08
1062,ST0244,F027,SUB030,5,5,5,5,5,4,Excellent teaching and explanation.,Positive,2025-10-26
4753,ST0098,F034,SUB014,5,5,4,4,4,5,Excellent teaching and explanation.,Positive,2025-08-31
3266,ST0766,F001,SUB007,5,4,4,5,4,4,Excellent teaching and explanation.,Positive,2025-12-18
1072,ST0877,F034,SUB019,5,4,5,4,5,5,Excellent teaching and explanation.,Positive,2025-03-03
3264,ST0871,F005,SUB025,5,5,5,4,5,5,Excellent teaching and explanation.,Positive,2025-02-25
4533,ST0792,F037,SUB029,5,4,4,4,5,5,Excellent teaching and explanation.,Positive,2025-07-05
2319,ST0204,F001,SUB029,5,5,5,5,5,4,Excellent teaching and explanation.,Positive,2025-10-11
2322,ST0572,F005,SUB018,4,4,4,5,4,5,Excellent teaching and explanation.,Positive,2025-12-30
2323,ST0689,F022,SUB021,5,4,4,5,4,4,Excellent teaching and explanation.,Positive,2025-12-30
1055,ST0629,F037,SUB026,5,5,5,5,4,4,Excellent teaching and explanation.,Positive,2025-08-04
4948,ST0419,F008,SUB001,5,4,5,5,5,4,Excellent teaching and explanation.,Positive,2025-10-08
3279,ST0732,F008,SUB011,4,5,4,5,5,5,Excellent teaching and explanation.,Positive,2025-11-05
4232,ST0685,F030,SUB002,5,5,4,5,5,5,Excellent teaching and explanation.,Positive,2025-06-15
171,ST0850,F008,SUB003,4,4,5,4,5,5,Excellent teaching and explanation.,Positive,2025-06-19
4525,ST0109,F001,SUB003,4,4,4,4,4,4,Excellent teaching and explanation.,Positive,2025-04-05
1036,ST0202,F032,SUB007,5,4,5,5,4,5,Excellent teaching and explanation.,Positive,2025-05-23
3759,ST0915,F013,SUB020,5,5,4,5,4,5,Excellent teaching and explanation.,Positive,2025-08-25
2401,ST0311,F021,SUB002,4,4,5,4,5,5,Excellent teaching and explanation.,Positive,2025-10-17
2439,ST0112,F033,SUB014,4,5,5,5,5,4,Excellent teaching and explanation.,Positive,2025-03-19
979,ST0084,F003,SUB007,4,5,4,5,5,5,Excellent teaching and explanation.,Positive,2025-05-19
2406,ST0830,F019,SUB009,5,4,4,4,5,5,Excellent teaching and explanation.,Positive,2025-08-15
3763,ST0034,F017,SUB012,4,4,4,5,4,5,Excellent teaching and explanation.,Positive,2025-10-09
2429,ST0013,F001,SUB026,4,4,4,5,4,5,Excellent teaching and explanation.,Positive,2025-01-30
2428,ST0105,F023,SUB028,5,4,5,4,4,4,Excellent teaching and explanation.,Positive,2025-07-28
975,ST0240,F033,SUB013,5,4,5,5,4,4,Excellent teaching and explanation.,Positive,2025-02-26
4086,ST0004,F040,SUB004,4,5,5,5,5,4,Excellent teaching and explanation.,Positive,2025-11-25
4521,ST0485,F018,SUB012,5,4,5,5,5,4,Excellent teaching and explanation.,Positive,2025-09-07
4768,ST0516,F031,SUB026,4,4,5,5,5,4,Excellent teaching and explanation.,Positive,2025-05-16
4520,ST0979,F020,SUB025,4,4,5,4,5,4,Excellent teaching and explanation.,Positive,2025-12-15
516,ST0330,F030,SUB020,4,5,5,5,4,5,Excellent teaching and explanation.,Positive,2025-02-04
136,ST0331,F003,SUB024,5,5,4,5,5,5,Excellent teaching and explanation.,Positive,2025-08-09
984,ST0744,F002,SUB010,4,5,4,5,4,4,Excellent teaching and explanation.,Positive,2025-01-06
139,ST0959,F012,SUB005,5,4,5,5,5,4,Excellent teaching and explanation.,Positive,2025-09-26
4519,ST0513,F019,SUB020,5,5,4,5,4,4,Excellent teaching and explanation.,Positive,2025-10-02
2411,ST0125,F030,SUB030,5,5,5,5,5,5,Excellent teaching and explanation.,Positive,2025-09-29
2397,ST0902,F009,SUB003,5,4,5,4,4,5,Excellent teaching and explanation.,Positive,2025-10-02
2394,ST0525,F018,SUB006,5,5,4,4,5,4,Excellent teaching and explanation.,Positive,2025-03-18
3212,ST0176,F013,SUB021,4,5,4,4,4,5,Excellent teaching and explanation.,Positive,2025-10-31
4077,ST0302,F002,SUB004,5,4,5,4,4,4,Excellent teaching and explanation.,Positive,2025-05-11
2452,ST0068,F001,SUB016,4,4,4,5,5,5,Excellent teaching and explanation.,Positive,2025-11-16
2423,ST0526,F004,SUB005,5,4,4,4,5,4,Excellent teaching and explanation.,Positive,2025-07-18
504,ST0331,F012,SUB030,4,5,5,5,5,4,Excellent teaching and explanation.,Positive,2025-11-27
1031,ST0785,F022,SUB017,5,5,5,4,5,4,Excellent teaching and explanation.,Positive,2025-09-20
3244,ST0701,F017,SUB027,5,5,5,5,4,4,Excellent teaching and explanation.,Positive,2025-04-05
3239,ST0312,F032,SUB020,4,5,4,4,4,5,Excellent teaching and explanation.,Positive,2025-06-28
2371,ST0862,F019,SUB022,4,5,5,4,5,4,Excellent teaching and explanation.,Positive,2025-08-26
1022,ST0921,F010,SUB001,4,4,4,4,4,5,Excellent teaching and explanation.,Positive,2025-08-04
3238,ST0879,F037,SUB022,4,4,4,5,5,5,Excellent teaching and explanation.,Positive,2025-10-23
154,ST0165,F030,SUB004,4,4,4,4,5,4,Excellent teaching and explanation.,Positive,2025-12-07
4957,ST0841,F001,SUB016,4,5,4,5,5,5,Excellent teaching and explanation.,Positive,2025-10-07
511,ST0064,F029,SUB026,5,4,4,4,4,5,Excellent teaching and explanation.,Positive,2025-01-20
3965,ST0100,F018,SUB002,4,4,5,4,5,5,Excellent teaching and explanation.,Positive,2025-02-11
4772,ST0844,F035,SUB020,4,4,4,4,5,4,Excellent teaching and explanation.,Positive,2025-12-09
3770,ST0336,F003,SUB024,5,4,4,4,4,4,Excellent teaching and explanation.,Positive,2025-11-11
3211,ST0606,F010,SUB013,4,4,5,4,5,4,Excellent teaching and explanation.,Positive,2025-12-19
3757,ST0348,F032,SUB004,4,4,5,4,4,5,Excellent teaching and explanation.,Positive,2025-11-29
1005,ST0300,F040,SUB027,4,4,5,4,5,4,Excellent teaching and explanation.,Positive,2025-04-15
4528,ST0285,F011,SUB004,4,4,4,4,5,4,Excellent teaching and explanation.,Positive,2025-12-08
492,ST0232,F027,SUB004,4,5,4,4,5,4,Excellent teaching and explanation.,Positive,2025-03-18
190,ST0492,F013,SUB002,5,4,4,5,4,4,Excellent teaching and explanation.,Positive,2025-08-22
2269,ST0704,F005,SUB003,5,4,4,5,5,4,Excellent teaching and explanation.,Positive,2025-03-06
2099,ST0641,F012,SUB006,5,5,5,5,4,4,Excellent teaching and explanation.,Positive,2025-09-20
4567,ST0914,F017,SUB004,4,4,4,4,5,5,Excellent teaching and explanation.,Positive,2025-11-29
1219,ST0595,F039,SUB019,4,4,4,5,4,4,Excellent teaching and explanation.,Positive,2025-07-01
3984,ST0328,F033,SUB030,4,4,5,4,5,4,Excellent teaching and explanation.,Positive,2025-06-22
3982,ST0902,F011,SUB006,5,5,5,4,5,5,Excellent teaching and explanation.,Positive,2025-08-31
2111,ST0532,F016,SUB004,4,4,4,5,5,5,Excellent teaching and explanation.,Positive,2025-07-29
2115,ST0770,F018,SUB021,4,5,4,4,4,4,Excellent teaching and explanation.,Positive,2025-12-12
233,ST0634,F024,SUB030,5,4,5,4,4,5,Excellent teaching and explanation.,Positive,2025-07-28
3339,ST0104,F005,SUB026,4,5,5,4,5,4,Excellent teaching and explanation.,Positive,2025-01-31
4175,ST0806,F012,SUB016,4,5,5,5,5,5,Excellent teaching and explanation.,Positive,2025-02-06
2123,ST0339,F032,SUB030,4,4,4,4,5,4,Excellent teaching and explanation.,Positive,2025-09-29
1234,ST0222,F005,SUB018,4,4,4,4,5,5,Excellent teaching and explanation.,Positive,2025-12-29
1198,ST0069,F007,SUB009,5,5,4,4,4,4,Excellent teaching and explanation.,Positive,2025-11-01
3692,ST0500,F038,SUB009,5,4,4,4,5,5,Excellent teaching and explanation.,Positive,2025-08-08
456,ST0388,F001,SUB004,4,5,5,4,5,4,Excellent teaching and explanation.,Positive,2025-06-04
4941,ST0771,F009,SUB025,4,4,5,5,4,5,Excellent teaching and explanation.,Positive,2025-07-18
222,ST0548,F039,SUB005,5,5,4,5,5,4,Excellent teaching and explanation.,Positive,2025-12-10
457,ST0198,F026,SUB013,4,5,4,5,5,5,Excellent teaching and explanation.,Positive,2025-03-31
4559,ST0351,F018,SUB013,5,4,4,4,4,5,Excellent teaching and explanation.,Positive,2025-07-31
2144,ST0459,F008,SUB004,5,4,4,5,5,4,Excellent teaching and explanation.,Positive,2025-05-31
4558,ST0256,F008,SUB001,5,4,4,5,5,4,Excellent teaching and explanation.,Positive,2025-08-09
2149,ST0256,F005,SUB002,5,4,4,4,5,4,Excellent teaching and explanation.,Positive,2025-03-06
1179,ST0337,F029,SUB003,4,4,4,5,4,4,Excellent teaching and explanation.,Positive,2025-01-22
2151,ST0743,F004,SUB020,4,5,5,5,4,4,Excellent teaching and explanation.,Positive,2025-12-26
228,ST0380,F016,SUB005,5,5,4,5,4,4,Excellent teaching and explanation.,Positive,2025-07-17
460,ST0209,F029,SUB001,5,5,5,4,5,4,Excellent teaching and explanation.,Positive,2025-10-09
3347,ST0789,F001,SUB026,5,4,4,5,4,5,Excellent teaching and explanation.,Positive,2025-12-14
1235,ST0551,F007,SUB008,4,5,5,4,4,4,Excellent teaching and explanation.,Positive,2025-07-09
444,ST0638,F036,SUB028,5,4,4,4,5,5,Excellent teaching and explanation.,Positive,2025-12-27
